"Acquisition_Date","Site","Description","Passwords"
"2017-01-20T00:00:00Z","Zumba Shop SEA","In July 2014, Zumba Shop SEA's user database was breached. The stolen data contains user records including associated email addresses and MD5 hashed passwords. The compromised data is being shared privately on the darknet.","3874"
"2017-01-12T00:00:00Z","Movati Athletic","In May 2016, Movati Athletic's user database was breached, compromising some 13,000 user credentials. The next month, Movati Athletic informed its clients of the attack and asked them to reset their passwords.","8615"
"2017-01-17T00:00:00Z","Journal of Chinese Medicine","In April 2016, JCM's user database was breached. The stolen data contains over 10,000 credentials including associated email addresses and plaintext passwords. The compromised data is being shared privately on the darknet.","11475"
"2017-01-12T00:00:00Z","DeathStresser.com","In February 2015, Death Stresser had their website defaced and user database breached by alleged actor suru (also know as lollsuru). The contents of the database were made public on Twitter by the actor shortly after it was compromised.","90"
"2017-01-25T00:00:00Z","New Jersey Herald","In October 2016, the New Jersey Herald's user database was breached. The stolen data contains user records including associated email addresses, usernames, and MD5(phpBB3) hashed passwords. The compromised data is being shared privately on the darknet.","1728"
"2017-01-26T00:00:00Z","W200","In August 2016, W200's user database was breached. The stolen data contains user records including associated email addresses, usernames, and MD5 hashed passwords. The compromised data is being shared privately on the darknet.","2765"
"2017-01-16T00:00:00Z","XStresser","In August 2016, XStresser's site was both breached and defaced by actor thekingexploit. The stolen user information includes SHA1 hashed passwords. The database dump was made public by thekingexploit a few months after the breach itself occurred.","144"
"2017-01-25T00:00:00Z","Viper Trader","In November 2016, Viper Trader's user database was breached. The stolen data contains user records including associated email addresses, usernames, MD5 hashed passwords, mailing addresses, and full names. The compromised data is being shared privately on the darknet.","1349"
"2017-01-23T00:00:00Z","CS-Saw","In January 2017, Cs-Saw's user database was breached. The stolen data contains over 10,000 credentials including associated email addresses, usernames, passwords, salts, and IP addresses. The compromised data is being shared privately on the darknet.","10311"
"2017-01-21T00:00:00Z","Short Fiction","In April 2016, Short Fiction's user database was breached. The stolen content includes associated usernames, email addresses, and MD5 hashed passwords for some 20,000 users. Shortly after the breach itself, the database dump was made public on few hacker forums and websites.","14072"
"2017-01-30T00:00:00Z","The Shape of Enrichment, Inc.","In November 2016, Enrichment's user database was breached. The stolen data contains user records including associated email addresses and MD5-Crypt hashed passwords. The compromised data is being shared privately on the darknet.","4317"
"2017-01-13T00:00:00Z","Phoncert","In October 2016, Phoncert's user database was breached. The stolen data contains user records including associated email addresses, usernames, and plaintext passwords. The compromised data is being shared privately on the darknet.","2997"
"2017-01-13T00:00:00Z","Fred Stoeker","At an unconfirmed date Fred Stoeker's user database was breached. The stolen data contains user records including associated email addresses and plaintext passwords. The compromised data is being shared privately on the darknet.","237"
"2017-01-18T00:00:00Z","Kandi USA","In November 2016, Jass Motorsports Inc's user database was breached. The stolen data contains user records including associated email addresses, mailing addresses, and full names. The compromised data is being shared privately on the darknet.","0"
"2017-01-20T00:00:00Z","Tunes Oman","In October 2016, Tunes Oman's user database was breached. The stolen data contains over 10,000 credentials including associated email addresses and plaintext passwords. The compromised data is being shared privately on the darknet.","7129"
"2017-01-25T00:00:00Z","X Zone Gym","In November 2016, XZoneGym's user database was breached. The stolen data contains user records including associated email addresses, usernames, plaintext passwords, mailing addresses, and full names. The compromised data is being shared privately on the darknet.","894"
"2017-01-18T00:00:00Z","Big Money Jobs","In 2014, Big Money Jobs' user database was breached. The stolen data contains over 40,000 credentials including associated email addresses, plaintext passwords, and full names. The compromised data is being shared privately on the darknet.","34525"
"2017-01-15T00:00:00Z","Illustrators Tsushin","At an unconfirmed date Illustrators' user database was breached. The stolen data contains user records including associated email addresses, usernames, and plaintext passwords. The compromised data is being shared privately on the darknet.","770"
"2017-01-28T00:00:00Z","Dr. Mahmoud","In June 2016, Dr. Mahmoud's user database was breached. The stolen data contains user records including associated email addresses, usernames, MD5 + MD5(salt) hashed passwords, and full names. The compromised data is being shared privately on the darknet.","4376"
"2017-01-12T00:00:00Z","University of Missouri Print and Mail","In September 2016, the University of Missouri's Print and Mail services' user database was breached. The stolen data contains over 10,000 credentials including associated email addresses and plaintext passwords. The compromised data is being shared privately on the darknet.","5248"
"2017-01-19T00:00:00Z","Lepidoptera","In July 2016, Lepidoptera's user database was breached. The stolen data contains user records including associated email addresses, MD5 hashed passwords, and full names. The compromised data is being shared privately on the darknet.","1864"
"2017-01-30T00:00:00Z","OSBot","At an unconfirmed date OSBot's user database was breached. The stolen data contains user records including associated email addresses, usernames, and plaintext passwords. The compromised data is being shared privately on the darknet.","1974"
"2017-01-22T00:00:00Z","Mayline Company","In April 2016, Mayline's user database was breached. The stolen data contains user records including associated email addresses, MD5 hashed passwords, and full names. The compromised data is being shared privately on the darknet.","2438"
"2017-01-20T00:00:00Z","Cardio Fitness","In February 2016, Cardio Fitness's user database was breached. The stolen data contains over 10,000 credentials including associated email addresses and plaintext passwords. The compromised data is being shared privately on the darknet.","10669"
"2017-01-31T00:00:00Z","Remote Staff","In April 2016, Remote Staff's customer database was breached. The stolen information consists of ~90,000 user details from business developers, referral partners, managers, subcontractors, leads, and job seekers. The breach was made public shortly after its actual occurance.","98725"
"2017-01-26T00:00:00Z","U Move India","In June 2016, UMoveIndia's user database was breached. The stolen data contains over 20,000 credentials including associated email addresses, SHA-1 hashed passwords, and IP addresses. The compromised data is being shared privately on the darknet.","18427"
"2017-02-27T00:00:00Z","Aeria Games","At an unconfirmed date, Aeria Games's user database was allegedly breached. The stolen data contains over 180,000 records including usernames and passwords. The compromised data is being shared privately on the darknet.","175430"
"2017-02-24T00:00:00Z","Nubook","At an unconfirmed date, Nubook's user database was allegedly breached. The stolen data contains user records including email addresses, usernames, passwords, and full names. The compromised data is being shared privately on the darknet.","760"
"2017-02-25T00:00:00Z","Pixlwise","At an unconfirmed date Pixlwise's user database was allegedly breached. The stolen data contains user records including email addresses, usernames, passwords, and full names. The compromised data is being shared privately on the darknet.","4975"
"2017-02-28T00:00:00Z","MP3 Grabby","At an unconfirmed date MP3Grabby's user database was allegedly breached. The stolen data contains user records including email addresses and passwords. The compromised data is being shared privately on the darknet.","2079"
"2017-02-26T00:00:00Z","Sephora","At an unconfirmed date Sephora's user database was allegedly breached. The stolen data contains over 10,000 records including email addresses and passwords. The compromised data is being shared privately on the darknet.","10697"
"2017-02-24T00:00:00Z","Mania Brinquedos","In October 2015, Mania Brinquedos' user database was allegedly breached. The stolen data contains over 10,000 records including email addresses and passwords. The compromised data is being shared privately on the darknet.","10860"
"2017-02-25T00:00:00Z","Mega T-Shirts","In July 2016, Mega T-Shirts's user database was allegedly breached. The stolen data contains over 20,000 records including email addresses, usernames, passwords, and full names. The compromised data is being shared privately on the darknet.","18483"
"2017-02-28T00:00:00Z","DraftSmarts","At an unconfirmed date, DraftSmarts's user database was allegedly breached. The stolen data contains user records including email addresses and passwords. The compromised data is being shared privately on the darknet.","2748"
"2017-02-27T00:00:00Z","PSP Tube","In 2012, PSPTube's user database was allegedly breached. The stolen data contains over 80,000 records including email addresses, usernames, and passwords. The compromised data is being shared privately on the darknet.","81174"
"2017-02-28T00:00:00Z","Woman and Home","In September 2016, Woman and Home's user database was allegedly breached. The stolen data contains over 50,000 records including email addresses, usernames, passwords, and salts. The compromised data is being shared privately on the darknet.","46113"
"2017-02-26T00:00:00Z","PSP Download","In 2012, PSP Download's user database was allegedly breached. The stolen data contains over 50,000 records including email addresses, usernames, and passwords. The compromised data is being shared privately on the darknet.","45978"
"2017-02-23T00:00:00Z","The Golden 8 Ball Pool Tournament","The Golden 8 Ball Pool Tournament's user database was allegedly breached at an unconfirmed date. The stolen contents, which included MD5 hashed passwords, was shared publicly online in late December 2016.","1226"
"2017-02-26T00:00:00Z","GameShot","At an unconfirmed date GameShot's user database was allegedly breached. The stolen data contains over 280,000 records including email addresses and passwords. The compromised data is being shared privately on the darknet.","282938"
"2017-02-22T00:00:00Z","CareCure","In January 2017, CareCure's user database was allegedly breached. The stolen data contains over 330,000 records including email addresses, usernames, passwords, and salts. The compromised data is being shared privately on the darknet.","325558"
"2017-02-26T00:00:00Z","Force-Project","In January 2017, Force-Project's user database was allegedly breached. The stolen data contains over 10,000 records including email addresses, usernames, passwords, and salts. The compromised data is being shared privately on the darknet.","9022"
"2017-02-22T00:00:00Z","DBlots","In 2012, DBlots's user database was allegedly breached. The stolen data contains over 70,000 records including email addresses, usernames, and passwords. The compromised data is being shared privately on the darknet.","74046"
"2017-02-28T00:00:00Z","DivX Subtitles","In April 2016, DivX Subtitles's user database was allegedly breached. The stolen data contains over 280,000 records including email addresses, usernames, and passwords. The compromised data is being shared privately on the darknet.","284438"
"2017-02-27T00:00:00Z","D2 Football","At an unconfirmed date, D2 Football's user database was allegedly breached. The stolen data contains user records including email addresses, passwords, and full names. The compromised data is being shared privately on the darknet.","42"
"2017-02-24T00:00:00Z","GamersNET","At an unconfirmed date GamersNET's user database was allegedly breached. The stolen data contains over 40,000 records including email addresses and passwords. The compromised data is being shared privately on the darknet.","40405"
"2017-02-24T00:00:00Z","RepZ","In 2014, RepZ's user database was allegedly breached. The stolen data contains over 110,000 records including email addresses, usernames, and passwords. The compromised data is being shared privately on the darknet.","110289"
"2017-02-26T00:00:00Z","Bell Tree Forums","In January 2016, Bell Tree Forums's user database was allegedly breached. The stolen data contains over 100,000 records including email addresses, usernames, passwords, and salts. The compromised data is being shared privately on the darknet.","96844"
"2017-02-28T00:00:00Z","Daemon Tools","In December 2016, Daemon Tools's user database was allegedly breached. The stolen data contains over 420,000 records including email addresses, usernames, passwords, and salts. The compromised data is being shared privately on the darknet.","417859"
"2017-02-22T00:00:00Z","The DarkSide Games","In August 2016, The DarkSide Games' user database was allegedly attacked. The contents of the database was shared publicly in December 2016, on few hacker sites and blogs.","0"
"2017-02-25T00:00:00Z","SceneFZ","At an unconfirmed date SceneFZ's user database was allegedly breached. The stolen data contains over 10,000 records including email addresses and passwords. The compromised data is being shared privately on the darknet.","7577"
"2017-02-28T00:00:00Z","Mods LS","In 2012, Mods-ls' user database was allegedly breached. The stolen data contains over 70,000 records including email addresses, usernames, and passwords. The compromised data is being shared privately on the darknet.","70744"
"2017-02-25T00:00:00Z","Swebits","At an unconfirmed date Swebits's user database was allegedly breached. The stolen data contains over 10,000 records including email addresses, usernames, and passwords. The compromised data is being shared privately on the darknet.","5514"
"2017-02-28T00:00:00Z","iDocus","At an unconfirmed date iDocus's user database was allegedly breached. The stolen data contains user records including email addresses and passwords. The compromised data is being shared privately on the darknet.","1471"
"2017-02-27T00:00:00Z","PokGame","In October 2016, PokGame's user database was allegedly breached. The stolen data contains over 230,000 records including usernames and passwords. The compromised data is being shared privately on the darknet.","227620"
"2017-02-28T00:00:00Z","Tidskriftsbutiken","At an unconfirmed date Tidskriftsbutiken's user database was allegedly breached. The stolen data contains user records including email addresses, usernames, and passwords. The compromised data is being shared privately on the darknet.","1994"
"2017-02-26T00:00:00Z","FreeDate USA","At an unconfirmed date FreeDateUSA's user database was allegedly breached. The stolen data contains over 130,000 records including email addresses and passwords. The compromised data is being shared privately on the darknet.","125184"
"2017-02-22T00:00:00Z","SolidRSPS","At an unconfirmed date SolidRSPS' user database was allegedly breached. The stolen data contains user records including email addresses, usernames, passwords, and salts. The compromised data is being shared privately on the darknet.","29"
"2017-02-28T00:00:00Z","Feathercoin","In 2014, Feathercoin's user database was allegedly breached. The stolen data contains over 20,000 records including email addresses, usernames, and passwords. The compromised data is being shared privately on the darknet.","16321"
"2017-02-27T00:00:00Z","UXT","In September 2015, UXT.io's user database was allegedly breached. The stolen data contains user records including email addresses, usernames, and passwords. The compromised data is being shared privately on the darknet.","1887"
"2017-02-25T00:00:00Z","Symbian Games","In 2012, Symbian Games's user database was allegedly breached. The stolen data contains over 40,000 records including email addresses, usernames, and passwords. The compromised data is being shared privately on the darknet.","36504"
"2017-02-24T00:00:00Z","CNC Forum","In 2012, CNC's user database was allegedly breached. The stolen data contains over 40,000 records including email addresses, usernames, and passwords. The compromised data is being shared privately on the darknet.","36080"
"2017-02-24T00:00:00Z","Equity Development","In December 2016, Equity Development's user database was allegedly breached. The stolen data contains over 10,000 records including email addresses and passwords. The compromised data is being shared privately on the darknet.","12902"
"2017-02-25T00:00:00Z","Halifax Entertainment Exchange","In 2015, Halifax Entertainment Exchnage's user database was allegedly breached. In August 2016, the stolen content was posted publicly on few hacker sites and forums. The content included MD5 hashed passwords.","728"
"2017-02-25T00:00:00Z","Biclops Games","In December 2011, Biclops Games's user database was allegedly breached. The stolen data contains user records including email addresses, usernames, and passwords. The compromised data is being shared privately on the darknet.","340"
"2017-02-26T00:00:00Z","Technoram","In 2011, Technoram's user database was allegedly breached. The stolen data contains over 20,000 records including email addresses and passwords. The compromised data is being shared privately on the darknet.","24016"
"2017-02-23T00:00:00Z","Rayli","On an unconfirmed date, Chinese gossip site Rayli's user database was allegedly breached. The stolen data contains over 4,850,000 records including email addresses, usernames, passwords, and salts. The compromised data is being shared privately among closed and trusted groups.","4844322"
"2017-02-23T00:00:00Z","Club-SE","In 2012, Club-SE's user database was allegedly breached. The stolen data contains over 40,000 records including email addresses, usernames, and passwords. The compromised data is being shared privately on the darknet.","36143"
"2017-02-23T00:00:00Z","CS-Kings","CS-Kings' user database was allegedly breached in July 2016, potentially due to a vulnerability in vBulletin. The contents of the database was leaked publicly on few hacker forums four months later in November 2016.","41110"
"2017-02-24T00:00:00Z","Open Raid","In 2015, around 450,000 of Open Raid's users' credentials were compromised in a hack. The stolen data was made public in February 2017.","457081"
"2017-02-25T00:00:00Z","CS-Grypa","In 2012, CS-Grypa's user database was allegedly breached. The stolen data contains user records including email addresses, usernames, and passwords. The compromised data is being shared privately on the darknet.","4949"
"2017-02-27T00:00:00Z","Golden Gaming","In 2012, Golden Gaming's user database was allegedly breached. The stolen data contains over 10,000 records including email addresses, usernames, and passwords. The compromised data is being shared privately on the darknet.","11243"
"2017-02-26T00:00:00Z","Fashionscape RSPS","At an unconfirmed date Minecraft's user database was allegedly breached. The stolen data contains user records including email addresses and usernames. The compromised data is being shared privately on the darknet.","157"
"2017-02-27T00:00:00Z","EU Server","At an unconfirmed date EU Server's user database was allegedly breached. The stolen data contains over 20,000 records including email addresses and passwords. The compromised data is being shared privately on the darknet.","24739"
"2017-02-23T00:00:00Z","DS Plus","At an unconfirmed date DSplus's user database was allegedly breached. The stolen data contains user records including usernames and passwords. The compromised data is being shared privately on the darknet.","88"
"2017-02-27T00:00:00Z","DeadmanScape","In July 2015, DeadmanScape's user database was allegedly breached. The stolen data contains user records including email addresses, usernames, passwords, and salts. The compromised data is being shared privately on the darknet.","274"
"2017-02-27T00:00:00Z","Geolify","At an unconfirmed date Geolify's user database was allegedly breached. The stolen data contains user records including email addresses, usernames, and passwords. The compromised data is being shared privately on the darknet.","3704"
"2017-02-23T00:00:00Z","Rhyner","In December 2016, Rhyner's user database was allegedly breached. The stolen data contains over 10,000 records including email addresses, usernames, and passwords. The compromised data is being shared privately on the darknet.","5590"
"2017-02-28T00:00:00Z","Aternos","In September 2015, Aternos' user database was allegedly breached. Consequently, over 1.2 million users had their credentials compromised. The stolen data was first shared publicly in November 2016.","1232476"
"2017-02-23T00:00:00Z","SBO4D","In October 2014, SBO4D's user database was allegedly breached. The stolen data contains over 10,000 records including usernames and passwords. The compromised data is being shared privately on the darknet.","7827"
"2017-02-25T00:00:00Z","ElektroTech","In 2012, ElektroTech's user database was allegedly breached. The stolen data contains over 10,000 records including email addresses, usernames, and passwords. The compromised data is being shared privately on the darknet.","5116"
"2017-02-28T00:00:00Z","Planet 3D Now","In September 2016, Planet 3D Now's user database was allegedly breached. The stolen data contains over 110,000 records including email addresses, usernames, passwords, and salts. The compromised data is being shared privately on the darknet.","110445"
"2017-02-23T00:00:00Z","Raynic Electronics","In December 2016, Raynic Electronics's user database was allegedly breached. The stolen data contains user records including email addresses, usernames, and passwords. The compromised data is being shared privately on the darknet.","171"
"2017-02-28T00:00:00Z","Estee","At an unconfirmed date Estee.com's user database was allegedly breached. The stolen data contains over 30,000 records including email addresses and passwords. The compromised data is being shared privately on the darknet.","26056"
"2017-02-23T00:00:00Z","Scapula","In 2012, Scapula's user database was allegedly breached. The stolen data contains user records including email addresses, usernames, and passwords. The compromised data is being shared privately on the darknet.","4860"
"2017-02-22T00:00:00Z","4m","In November 2016, 4m.net's user database was allegedly breached. The stolen data contains over 100,000 records including email addresses, usernames, passwords, and salts. The compromised data is being shared privately on the darknet.","103939"
"2017-02-23T00:00:00Z","American Mafia","At an unconfirmed date, American Mafia's user database was allegedly breached. The stolen data was leaked online publicly in early November 2016.","11879"
"2017-02-23T00:00:00Z","Dreamfilm","At an unconfirmed date, Dreamfilm's user database was attacked. The stolen contents were shared publicly in December 2016 on few hacker sites and forums.","36796"
"2017-02-28T00:00:00Z","CounterStrike China","In 2015, CounterStrike.cn's user database was allegedly breached. The contents of the breach, which includes MD5 hashed passwords, was made public in January 2017.","346637"
"2017-02-23T00:00:00Z","Hamsterpaj","At an unconfirmed date, Hamsterpaj's user database was allegedly breached. The stolen data contains user records including usernames and passwords. The compromised data is being shared privately on the darknet.","737"
"2017-02-26T00:00:00Z","Beating Bonuses","In January 2017, Beating Bonuses's user database was allegedly breached. The stolen data contains over 40,000 records including email addresses, usernames, passwords, and salts. The compromised data is being shared privately on the darknet.","35476"
"2017-02-27T00:00:00Z","Emirates National School","At an unconfirmed date Tens.ae's user database was allegedly breached. The stolen data contains over 10,000 records including email addresses, usernames, and passwords. The compromised data is being shared privately on the darknet.","6559"
"2017-02-28T00:00:00Z","RuneScape Revolution Clan","At an unconfirmed date, RuneScape Revolution Clan's user database was allegedly breached. The stolen data contains user records including email addresses, usernames, and passwords. The compromised data is being shared privately on the darknet.","614"
"2017-02-24T00:00:00Z","Fyllo","In September 2014, Fyllo's user database was allegedly breached. The stolen data contains user records including email addresses, usernames, passwords, and full names. The compromised data is being shared privately on the darknet.","2658"
"2017-02-22T00:00:00Z","Black Ops 2 Forum","In January 2017, Black Ops 2 Forum's user database was allegedly breached. The stolen data contains over 10,000 records including email addresses, usernames, passwords, and salts. The compromised data is being shared privately on the darknet.","14255"
"2017-02-25T00:00:00Z","NetBan","In August 2016, NetBan's user database was allegedly breached. The stolen data contains user records including email addresses and passwords. The compromised data is being shared privately on the darknet.","3223"
"2017-02-27T00:00:00Z","Estee Lauder Lerning Experience","In 2015, MyELX's user database was allegedly breached. The stolen data contains over 30,000 records including email addresses and passwords. The compromised data is being shared privately on the darknet.","26056"
"2017-02-22T00:00:00Z","NetDoktor Pro","At an unconfirmed date NetDoktor's user database was allegedly breached. The stolen data contains user records including email addresses and passwords. The compromised data is being shared privately on the darknet.","2824"
"2017-02-26T00:00:00Z","NetDoktor","At an unconfirmed date NetDoktor's user database was allegedly breached. The stolen data contains over 70,000 records including email addresses and passwords. The compromised data is being shared privately on the darknet.","68485"
"2017-02-22T00:00:00Z","Crohn Home","In 2012, Crohn Home's user database was allegedly breached. The stolen data contains user records including email addresses, usernames, and passwords. The compromised data is being shared privately on the darknet.","4935"
"2017-02-27T00:00:00Z","Asterios","In June 2010, Asterios' user database was allegedly breached. The stolen data contains over 740,000 records including email addresses, usernames, and passwords. The compromised data is being shared privately on the darknet.","649272"
"2017-02-28T00:00:00Z","Doge Wallet","In 2014, Doge Wallet's user database was allegedly breached. The stolen data contains over 30,000 records including email addresses, usernames, and passwords. The compromised data is being shared privately on the darknet.","28009"
"2017-02-24T00:00:00Z","International English Language Testing System","At an unconfirmed date Learn IELTS's user database was allegedly breached. The stolen data contains over 120,000 records including email addresses and passwords. The compromised data is being shared privately on the darknet.","120736"
"2017-02-28T00:00:00Z","Deutsch Akademie","In September 2016, Deutsch Akademie's user database was allegedly breached. The stolen data contains over 190,000 records including email addresses and passwords. The compromised data is being shared privately on the darknet.","187148"
"2017-02-25T00:00:00Z","Win All Day","At an unconfirmed date Win All Day's user database was allegedly breached. The stolen data contains user records including email addresses, usernames, passwords, and salts. The compromised data is being shared privately on the darknet.","1037"
"2017-02-25T00:00:00Z","Gif Gif Gif","At an unconfirmed date Gif Gif Gif's user database was allegedly breached. The stolen data contains over 30,000 records including email addresses, usernames, and passwords. The compromised data is being shared privately on the darknet.","30402"
"2017-02-22T00:00:00Z","Hacker","In 2010, Hacker's user database was allegedly breached. The stolen data contains over 1,410,000 records including email addresses, usernames, and passwords. The compromised data is being shared privately on the darknet.","1403343"
"2017-02-25T00:00:00Z","OziPilots Online","At an unconfirmed date, OziPilots Online's user database was allegedly breached. The stolen data contains user records including email addresses, usernames, and passwords. The compromised data is being shared privately on the darknet.","1406"
"2017-02-22T00:00:00Z","Passions Network","In January 2017, Passions Network's user database was allegedly breached. The stolen data contains over 760,000 records including email addresses and passwords. The compromised data is being shared privately on the darknet.","761985"
"2017-02-26T00:00:00Z","CS-Przedmiescie","At an unconfirmed date CS-Przedmiescie's user database was allegedly breached. The stolen data contains over 10,000 records including email addresses, usernames, and passwords. The compromised data is being shared privately on the darknet.","5336"
"2017-02-23T00:00:00Z","Curly Nikki Forums","In March 2016, Curly Nikki's user database was allegedly breached. The stolen data contains over 140,000 records including email addresses, usernames, passwords, and salts. The compromised data is being shared privately on the darknet.","138156"
"2017-02-24T00:00:00Z","E kcal","At an unconfirmed date E kcal's user database was allegedly breached. The stolen data contains user records including email addresses and passwords. The compromised data is being shared privately on the darknet.","1345"
"2017-02-26T00:00:00Z","Horse and Hound","In January 2017, Horse and Hound's user database was allegedly breached. The stolen data contains over 100,000 records including email addresses, usernames, passwords, and salts. The compromised data is being shared privately on the darknet.","95328"
"2017-02-24T00:00:00Z","Sirumem","In September 2016, Sirumem's user database was allegedly breached. The stolen data contains over 130,000 records including email addresses, usernames, passwords, and salts. The compromised data is being shared privately on the darknet.","126391"
"2017-02-24T00:00:00Z","Speed","In September 2016, Speed's user database was allegedly breached. The stolen data contains over 60,000 records including email addresses and passwords. The compromised data is being shared privately on the darknet.","61919"
"2017-02-23T00:00:00Z","Kozaro RSPS","At an unconfirmed date Kozaro RSPS's user database was allegedly breached. The stolen data contains user records including usernames and passwords. The compromised data is being shared privately on the darknet.","2016"
"2017-02-26T00:00:00Z","Knovict Gaming","In January 2016, Knovict Gaming's user database was allegedly breached. The stolen data contains over 30,000 records including email addresses, usernames, passwords, and salts. The compromised data is being shared privately on the darknet.","31386"
"2017-02-24T00:00:00Z","CarbsControl","In December 2016, CarbsControl's user database was allegedly breached. The stolen data contains over 30,000 records including email addresses, usernames, passwords, and full names. The compromised data is being shared privately on the darknet.","25712"
"2017-02-27T00:00:00Z","SEO Zoo","At an unconfirmed date SEO Zoo's user database was allegedly breached. The stolen data contains user records including email addresses and passwords. The compromised data is being shared privately on the darknet.","1583"
"2017-02-26T00:00:00Z","Just Your Location","In 2016, Just Your Location's user database was allegedly breached. The stolen data contains user records including email addresses and passwords. The compromised data is being shared privately on the darknet.","3243"
"2017-02-27T00:00:00Z","MK 402m","At an unconfirmed date, MK 402m.se's user database was allegedly breached. The stolen data contains user records including email addresses, usernames, and passwords. The compromised data is being shared privately on the darknet.","391"
"2017-02-26T00:00:00Z","Siemens Fan","In 2012, Siemens Fan's user database was allegedly breached. The stolen data contains over 40,000 records including email addresses. The compromised data is being shared privately on the darknet.","41294"
"2017-02-24T00:00:00Z","Vibram","In August 2016, Vibram's user database was allegedly breached. The stolen data contains over 10,000 records including email addresses, passwords, and full names. The compromised data is being shared privately on the darknet.","6951"
"2017-02-26T00:00:00Z","Nokia-X3","In 2012, Nokia-X3's user database was allegedly breached. The stolen data contains over 10,000 records including email addresses, usernames, and passwords. The compromised data is being shared privately on the darknet.","5090"
"2017-02-22T00:00:00Z","Xbox Scene","In 2015, Xbox-Scene's user database was allegedly breached. The stolen data contains over 430,000 records including email addresses, passwords, salts, and full names. The compromised data is being shared privately on the darknet.","432422"
"2017-02-25T00:00:00Z","RenRen","In 2012, RenRen's user database was allegedly breached. The stolen data contains over 3,030,000 records including email addresses and passwords. The compromised data is being shared privately on the darknet.","3003430"
"2017-02-25T00:00:00Z","Sam 's Club","In November 2016, over 14,000 usernames and plaintext passwords for the retail giant Sam's Club's online store were posted publicly online. The breached was done by an alleged inside man who had access to both Sam's Club's and Walmart's user databases.","14599"
"2017-02-26T00:00:00Z","Hongfire","In April 2015, Hongfire's user database was allegedly breached. The stolen data contains over 1,010,000 records including email addresses, usernames, passwords, and salts. The compromised data is being shared privately on the darknet.","995299"
"2017-02-26T00:00:00Z","Netflix","At an unconfirmed date, several user account records from Netflix were shared on a public site. The stolen data contains user records including email addresses and passwords. The compromised data is being shared privately on the darknet.","6"
"2017-02-25T00:00:00Z","Kaiser Whitney","At an unconfirmed date, Kaiser Whitney's user database was allegedly breached. The stolen data contains over 20,000 records including email addresses and passwords. The compromised data is being shared privately on the darknet.","16521"
"2017-02-28T00:00:00Z","Bitcoin Rush","In July 2016, Bitcoin Rush's user database was allegedly breached. The stolen data contains over 10,000 records including usernames and passwords. The compromised data is being shared privately on the darknet.","12604"
"2017-02-25T00:00:00Z","Writer Forum","In 2015, Writer Forum's user database was allegedly breached. The stolen data contains user records including email addresses and passwords. The compromised data is being shared privately on the darknet.","1285"
"2017-02-25T00:00:00Z","Sarona Body Kits","In December 2016, Sarona Body Kits's user database was allegedly breached. The stolen data contains user records including email addresses and passwords. The compromised data is being shared privately on the darknet.","548"
"2017-02-26T00:00:00Z","Legal Science","In July 2014, Legal Science's user database was allegedly breached. The stolen data contains user records including email addresses, usernames, passwords, salts, and full names. The compromised data is being shared privately on the darknet.","215"
"2017-02-27T00:00:00Z","Swidnica","At an unconfirmed date, Swidnica's user database was allegedly breached. The stolen data contains user records including email addresses, usernames, and passwords. The compromised data is being shared privately on the darknet.","1263"
"2017-02-28T00:00:00Z","The Liverpool Way","In February 2016, The Liverpool Way's user database was allegedly breached. The stolen data contains over 10,000 records including email addresses, usernames, passwords, and salts. The compromised data is being shared privately on the darknet.","2839"
"2017-02-27T00:00:00Z","Heroes of Newerth","In December 2012, the online MMOG Heroes of Newerth's user database was allegedly breached. The stolen data contains over 8 million records including email addresses and usernames. The compromised data is being shared between members of closed and trusted groups.","76050"
"2017-02-28T00:00:00Z","PowerFM","In 2012, PowerFM's user database was allegedly breached. The stolen data contains over 30,000 records including email addresses, usernames, and passwords. The compromised data is being shared privately on the darknet.","28737"
"2017-02-24T00:00:00Z","Duelyst","In February 2016, Duelyst's user database was allegedly breached. The stolen data contains user records including email addresses, usernames, passwords, salts, and full names. The compromised data is being shared privately on the darknet.","4012"
"2017-02-27T00:00:00Z","Selino","In August 2016, Selino's user database was allegedly breached. The stolen data contains user records including usernames and passwords. The compromised data is being shared privately on the darknet.","25"
"2017-02-28T00:00:00Z","Asan Kadr","At an unconfirmed date Asan Kadr's user database was allegedly breached. The stolen data contains over 10,000 records including email addresses, passwords, and full names. The compromised data is being shared privately on the darknet.","5934"
"2017-02-24T00:00:00Z","Secemin","In 2012, Secemin's user database was allegedly breached. The stolen data contains over 30,000 records including email addresses, usernames, and passwords. The compromised data is being shared privately on the darknet.","29873"
"2017-02-28T00:00:00Z","Wenshulou","At an unconfirmed date Wenshulou's user database was allegedly breached. The stolen data contains user records including email addresses and passwords. The compromised data is being shared privately on the darknet.","3255"
"2017-02-27T00:00:00Z","Knotur Kontact Lenses Co.","In June 2008, Knotur Kontact Lenses Co.'s user database was allegedly breached. The stolen data contains user records including email addresses, usernames, and full names. The compromised data is being shared privately on the darknet.","0"
"2017-02-27T00:00:00Z","Ystad Studios","At an unconfirmed date, Ystad Studio's user database was breached. The stolen data is being shared among private circles online.","1140"
"2017-02-22T00:00:00Z","Stoic","In September 2016, Stoic Studio's user database was allegedly breached. Since December 2016, the stolen data has been being shared online publicly.","56093"
