"Website","LineCount","HashType","Category"
"wiznob.com","6.874","HASH+NOHASH","Shopping"
"wizplat.com","27.986","NOHASH","IT"
"wizters.com","6.209","HASH+NOHASH","IT"
"wkhzpkc.wwoof.cz","4.044","NOHASH","Business"
"wkids.com.hk","224.490","HASH","Business"
"wm-models.com","2.032","NOHASH","Adult"
"wmindkorea.malljade.com","124.269","HASH","IT"
"wmrpay.biz","166.190","HASH","Business"
"wodcast.com","1.205","HASH+NOHASH","Sports"
"wohnout.nen.cz","3.645","HASH+NOHASH","IT"
"wokonwheels.co.uk","1.066","NOHASH","Restaurant"
"womentime.hu","24.482","HASH+NOHASH","Business"
"womlandingpages.com","1.322","NOHASH","IT"
"womlp.com","857","NOHASH","IT"
"wonchild.co.kr","1.143","NOHASH","Business"
"wondex.com","5.809","HASH","IT"
"woobang.co.kr","1.430","HASH+NOHASH","Real Estate"
"woodcarving.ru","1.916","HASH","Business"
"woodlandrealtyhome.com","5.613","NOHASH","NoCategory"
"woodtecpedia.com","4.599","HASH+NOHASH","Business"
"woodus.com","1.307","HASH","Games"
"woodwind-group.com.au","1.471","HASH+NOHASH","Organizations&Government"
"woofwoofwedding.com","2.986","HASH","NoCategory"
"woofytrade.com","1.615","HASH+NOHASH","Business"
"wooldridgeplacenursingcenter.com","1.216","HASH","Medicine"
"wooriauction.net","9.918","NOHASH","Real Estate"
"woorigolfpro.kr","2.478","HASH+NOHASH","Shopping"
"wordtutor.com","1.702","HASH+NOHASH","Advertising"
"workampingjobs.com","1.471","NOHASH","Job Search"
"workingbigdogs.com","3.180","HASH+NOHASH","Shopping"
"workinggermanshepherddogs.com","3.259","HASH+NOHASH","Social"
"workingretriever.be","1.839","NOHASH","Business"
"workinhotel.com","5.673","HASH+NOHASH","Job Search"
"workstore.com","1.491","HASH+NOHASH","Business"
"workwearoutlet.co.uk","32.457","HASH","Business"
"world-4x4.ru","1.675","HASH","Business"
"world-cup.sepakbola.biz","9.699","NOHASH","Adult"
"world-cup.sepakbola.biz","9.955","NOHASH","Adult"
"world-spectator.com","1.804","HASH+NOHASH","Media"
"world-wide-gifts.com","6.290","NOHASH","Shopping"
"world-wide-gifts.com","6.907","NOHASH","Shopping"
"worldbelts.co.uk","1.707","NOHASH","Shopping"
"worldchanging.glasgow.ac.uk","2.037","HASH","Education"
"worlddairyexpo.com","7.028","HASH+NOHASH","Restaurant"
"worldfilmbkk.com","1.254","NOHASH","Media"
"worldfreightorganization.com","1.148","HASH","Business"
"worldkart.in","3.561","NOHASH","IT"
"worldpartservice.com","1.492","HASH","Business"
"worldprint.kr","6.300","HASH+NOHASH","Shopping"
"worldservicesgroup.com","1.557","NOHASH","Business"
"worldshop.net","53.728","NOHASH","Business"
"worldtour.cyclingfever.com","50.367","NOHASH","Sports"
"worldwideeducation.co.in","1.348","HASH+NOHASH","Business"
"wow.com.pe","1.398","HASH+NOHASH","Business"
"wow.norwifi.com","1.494","HASH","Business"
"wowlove9.co.kr","5.876","HASH+NOHASH","NoCategory"
"wozkiwidlowe.com.pl","1.861","HASH+NOHASH","Auto"
"wrappers.ru","6.187","HASH+NOHASH","Content Servers"
"wrcati.cawtar.org","1.057","NOHASH","Education"
"writebrainbooks.com","2.132","HASH","Portals"
"writeglobe.com","4.667","NOHASH","Personal Websites and Blogs"
"writers.support","2.188","HASH+NOHASH","Business"
"writetobeias.com","1.727","HASH+NOHASH","Business"
"writetoreel.com","45.656","HASH","Blogs"
"ws.cricking.com","1.110","HASH+NOHASH","Sports"
"wsze.de","2.937","NOHASH","Medicine"
"wuxi.jiangsu.net","8.543","HASH","Organizations&Government"
"wvctm.com","2.796","HASH+NOHASH","Education"
"wvstreets.com","1.018","HASH+NOHASH","Boards"
"ww.alu-pneu-kola.cz","1.375","HASH+NOHASH","Auto"
"ww.americanfolkandfabric.com","1.423","NOHASH","Shopping"
"ww.asiantitulky.cz","4.444","HASH","Pornography"
"ww.autobenes.com","9.337","HASH","Real Estate"
"ww.bikeportal.org.ua","9.130","HASH","IT"
"ww.budakesziiranytu.hu","1.165","HASH+NOHASH","Media"
"ww.c2phuket.com","1.994","NOHASH","Real Estate"
"ww.cndreams.com","12.897","HASH+NOHASH","Media"
"ww.disco-heart.cz","1.474","NOHASH","Entertainment"
"ww.extremesexreel.com","40.085","HASH+NOHASH","Adult"
"ww.flinky.de","7.605","HASH","Shopping"
"ww.jkrishnamurti.org","4.017","HASH+NOHASH","Boards"
"ww.kpishop.ru","15.531","NOHASH","IT"
"ww.nickandgreg.net","1.582","HASH+NOHASH","IT"
"ww.printswithwings.com","9.888","HASH+NOHASH","Digital Postcards"
"ww.rallydata.com","2.310","NOHASH","Sports"
"ww.showboom.com","13.646","NOHASH","Entertainment"
"ww.sopka.net","1.040","HASH+NOHASH","Search Engines and Portals"
"ww.thecomicguru.co.uk","7.420","HASH+NOHASH","Business"
"ww.toroscoleados.com","1.259","HASH+NOHASH","Sports"
"ww.tvojepraha.cz","1.189","HASH+NOHASH","Business"
"ww.w.cgn-office.de","1.524","NOHASH","Business"
"ww.w.churchinirvine.org","1.490","HASH+NOHASH","Religion"
"ww.w.f-tor.de","7.986","HASH","Trading"
"ww.w.hellomodel.com","1.699","HASH+NOHASH","Entertainment"
"ww.w.myfijigang.com","85.406","HASH+NOHASH","Media"
"ww.w.nomisma.nl","1.335","NOHASH","Shopping"
"ww.w.predporodnapriprava.sk","1.699","HASH+NOHASH","Socail"
"ww.w.veteranforum.cz","4.679","NOHASH","Auto"
"ww.w.wwoof.cz","4.044","NOHASH","Business"
"ww.wwoof.cz","4.243","NOHASH","Business"
"ww2.aauw.org","1.219","HASH+NOHASH","Organizations&Government"
"ww2.losninos.be","3.938","HASH+NOHASH","Entertainment"
"ww2.sexshop-dildo-king.de","11.635","NOHASH","Other Adult Materials"
"ww38.dubib.com","10.507","HASH","Media"
"ww38.goolewww.djpunjab.net","1.792","HASH+NOHASH","Media"
"ww6.mojenoty.cz","46.177","HASH+NOHASH","Entertainment"
"wwe.createst.altervista.org","4.243","HASH+NOHASH","Web Hosting"
"wwgym.com","55.793","HASH","Sports"
"wwsw.topogun.com","8.331","HASH+NOHASH","IT"
"www-colgatecares-co-in.mim.bz","1.388","NOHASH","Media"
"www.actioninvestornetwork.com","1.245","NOHASH","Real Estate"
"www.alimbateria.com","12013","NOHASH","IT"
"www.anzeiger24.ch","1.121","HASH+NOHASH","Shopping"
"www.asiantitulky.cz","4.904","HASH","Adult"
"www.atl-autotechnik.de","1.485","HASH+NOHASH","Shopping"
"www.blsonicollege.com","1.241","NOHASH","Business"
"www.briandjimsell.com","1.319","HASH+NOHASH","Business"
"www.copimef.com.br","1.489","HASH","Search Engines and Portals"
"www.damnatus.com","2.015","HASH+NOHASH","Games"
"www.divisionxiii.fr","2.796","NOHASH","Blogs"
"www.farmmachinery.in.th","1.291","NOHASH","Meaningless Content"
"www.finanznavigator.de","8.368","HASH","Medicine"
"www.floridapawnbrokers.net","1.069","HASH+NOHASH","Shopping"
"www.ganeshcomputers.in","1.972","HASH+NOHASH","Business"
"www.global-tec.de","1.675","HASH","NoCategory"
"www.k-1sport.de","2.580","HASH+NOHASH","Sports"
"www.kfzmarktplatz.at","1.815","NOHASH","Auto"
"www.kix-tv.com","2.163","NOHASH","Entertainment"
"www.koratdaily.com","1.098","HASH","News and Media"
"www.kutchdesertguide.com","2.310","NOHASH","NoCategory"
"www.lpssonline.com","1.617","HASH+NOHASH","Education"
"www.memon-zertifiziert.eu","1.703","NOHASH","Reference"
"www.metaeventos.net","8.007","NOHASH","Business"
"www.motorquad.com","3.955","HASH","Business"
"www.mrepc.com","16.170","NOHASH","Business"
"www.neo-directo.com","1.516","HASH+NOHASH","Business"
"www.ntensesports.com","3.057","NOHASH","Shopping"
"www.remax-realtyspecialists-stjohns.ca","1.062","NOHASH","Business"
"www.rmaward.asia","1.557","HASH+NOHASH","Education"
"www.royal-lords.org.tw","1.392","NOHASH","Business"
"www.sanghwawon.com","2.524","HASH+NOHASH","Shopping"
"www.schoolbytes.com","3.427","NOHASH","Education"
"www.shootlabexpress.com","1.530","NOHASH","Business"
"www.sitiolibre.com","1.126","NOHASH","IT"
"www.talentcomputerkotri.com","3.250","NOHASH","NoCategory"
"www.tangomilano.it","4.212","HASH","Entertainment"
"www.tipthepizzaguy.com","1.818","NOHASH","Social"
"www.uhipocrates.edu.mx","1.628","HASH+NOHASH","Education"
"www.unicornsolutions.in","1.105","HASH+NOHASH","IT"
"www.universalmetropolis.com","4.036","HASH+NOHASH","IT"
"www.volvamosadios.org","1.309","HASH+NOHASH","Religion"
"www.weldpoint.eu","1.124","HASH+NOHASH","Business"
"www1.barclayhedge.com","3.985","NOHASH","Finance"
"www1.produ.com","2.038","NOHASH","Search Engines and Portals"
"www1.rationale.com.br","1.416","HASH+NOHASH","Search Engines and Portals"
"www2.airascatering.gal","1.723","HASH+NOHASH","Business"
"www2.geored-online.com","4.704","HASH+NOHASH","IT"
"www2.leadersauction.co.kr","3.344","NOHASH","Real Estate"
"www2.michelvaillant.com","4.247","HASH","Entertainment"
"www2.seojoong.com","23.195","HASH+NOHASH","Shopping"
"www2.univ-ag.fr","2.550","NOHASH","Education"
"wwwtalu.ta-lu.com.tw","6.213","NOHASH","Entertainment"
"wwww.ftor.de","8.373","HASH","Trading"
"wwww.metalindex.ru","19.573","NOHASH","Business"
"wyattschurch.org","1.176","HASH+NOHASH","Religion"
"wyndhamimages.com","5.601","HASH","Business"
"x-ex.com","12.108","HASH","Games"
"x-group.jp","869","NOHASH","Adult"
"x-note.co.uk","1.794","NOHASH","Blogs"
"x-spede.com","24.618","NOHASH","Shopping"
"x-spede.com","25.433","NOHASH","Shopping"
"x-unitconf.de","1.142","HASH+NOHASH","IT"
"x.horadeagir.com.br","1.977","HASH","Political Organizations"
"xado.com","1.053","HASH","Shopping"
"xanthonline.net","53.476","HASH+NOHASH","Arts"
"xantiaclub.cz","3.168","HASH+NOHASH","Auto"
"xbjhanjie.com","2.662","NOHASH","Business"
"xbluray.cc","4.349","HASH+NOHASH","Adult"
"xbox.in.ua","4.191","HASH","Business"
"xebec9.jp","2.199","NOHASH","Shopping"
"xenonlight.rs","1.296","HASH+NOHASH","Business"
"xeris-online.com","7.687","NOHASH","Business"
"xfuduge.com","1.306","HASH+NOHASH","Entertainment"
"xhy166.com","3.545","HASH","Adult"
"xinmao-taoci.com","2.543","NOHASH","Business"
"xmami.com","1.505","HASH+NOHASH","Social"
"xn--12caqfm2m6dn8h2d.com","1.636","HASH+NOHASH","NoCategory"
"xn--12cl3cg6b1c7bb.com","58.671","NOHASH","Advertising"
"xn--12clb4coli5dhb0acxl2lnag5b1pe8a.com","5.397","NOHASH","Education"
"xn--299a510bb3hxmh.net","2.764","HASH+NOHASH","IT"
"xn--2e0bj3u1jgnvt6le.com","2.718","HASH+NOHASH","Shopping"
"xn--2q1bm5wokb52g6qclz6as7a.net","1.612","NOHASH","Media"
"xn--2s2bp6p1nc.com","12.007","HASH+NOHASH","Shopping"
"xn--62c0a3dcp7a4a8f6b.com","6.384","NOHASH","IT"
"xn--6j1bw91ch5f.com","20.161","HASH+NOHASH","Media"
"xn--7-8sbcrz6av6b.xn--p1ai","3.260","NOHASH","Business"
"xn--80aaaaajgfgcb1egezrbdrkf6bzb2kqc6dh.xn--p1ai","9.609","HASH","Business"
"xn--80acmlp1aoe.xn--p1ai","1.816","HASH+NOHASH","Business"
"xn--80ae1akjbn9feb.xn--p1ai","3.260","NOHASH","NoCategory"
"xn--90aa2bj8f.xn--p1ai","3.927","HASH+NOHASH","Business"
"xn--b1adcgjb2abq4al4j.zp.ua","1.517","HASH+NOHASH","Web Hosting"
"xn--bh3b07fm4e8sl.com","1.521","HASH","Shopping"
"xn--hy1b45cw6fuvfia593d.com","8.445","HASH+NOHASH","Shopping"
"xn--od1b88h1xinkf.kr","3.448","HASH+NOHASH","Shopping"
"xn--oi2bk40a09bs0qo9a.com","3.139","HASH","Shopping"
"xn--oy2bo9fh8dc4s.com","1.346","HASH+NOHASH","Shopping"
"xn--stndenhof-w2a.de","3.600","HASH+NOHASH","Business"
"xn--teinture-mre-6db.fr","2.767","NOHASH","Business"
"xn--tram-epa.it","5.713","NOHASH","Business"
"xn--v69awj2l494abqmwmgz5d.com","4.196","HASH+NOHASH","Media"
"xn--v6qr1d2qt90apo9aeine6l.com","1.203","HASH","NoCategory"
"xnet.cgiinteractive.com","1.539","HASH+NOHASH","IT"
"xoxohth.com","22.159","HASH+NOHASH","Boards"
"xproda.com.tw","7.033","HASH+NOHASH","Web-based Email"
"xrkobo.com","1.490","HASH","NoCategory"
"xsteeldetailing.com","7.200","HASH","Business"
"xt660.cz","1.158","HASH","Download"
"xtdev.com","6.636","HASH+NOHASH","IT"
"xunitushu.com","44.846","NOHASH","Business"
"xvmanager.com","19.303","HASH","Games"
"xxl-bigprint.com","1.054","NOHASH","Business"
"xxx.net4ts.com","24.200","HASH+NOHASH","Social Networking"
"xyet-sh.com","2.678","NOHASH","Business"
"yac.ru","2.486","HASH","Business"
"yachtshop.it","13.146","HASH+NOHASH","Shopping"
"yachtsupply.it","1.652","HASH","Auto"
"yagello.ru","1.320","NOHASH","Travel"
"yahoflower.kr","3.156","NOHASH","Shopping"
"yahqq.org","14.116","HASH+NOHASH","Adult"
"yairsun.com","2.078","HASH","Business"
"yakchim.net","1.703","NOHASH","Medicine"
"yamahaoutboardparts.com","38.174","HASH","Sports"
"yanglong.com.tw","11.672","HASH+NOHASH","Shopping"
"yangpyung.com","23.995","NOHASH","Travel"
"yanjishi.cn","10.030","HASH+NOHASH","Organizations&Government"
"yaqui.fr","1.282","NOHASH","Sports"
"yarautonet.ru","1.277","NOHASH","Auto"
"yaskawa.co.kr","30.342","NOHASH","IT"
"yavnehtorah.org","2.986","HASH","Business"
"yayump.com.tw","28.671","NOHASH","Business"
"yazawaj.com","204.874","HASH+NOHASH","Dating"
"yaziciyedekparca.com","4.352","HASH","Shopping"
"ycc7979.or.kr","1.232","HASH+NOHASH","Education"
"ycfi.com.tw","1.490","HASH","Business"
"yeeapps.com","10.674","HASH","Business"
"yellowpinless.com","2.779","NOHASH","Business"
"yellowsheet.ca","1.817","NOHASH","Reference"
"yescafe.xyz","1.316","HASH+NOHASH","NoCategory"
"yeshair.co.kr","1.779","HASH+NOHASH","Shopping"
"yeshivatnoamgolf.com","2.986","HASH","Business"
"yesone.com.tw","6.430","HASH+NOHASH","Business"
"ygdqsh.com","1.634","NOHASH","Business"
"ygemstone.com","928","NOHASH","NoCategory"
"yidasc.com.cn","4.138","HASH","Business"
"yijeoun.co.kr","7.146","NOHASH","Shopping"
"yingtong-cn.com","1.373","NOHASH","Business"
"yingwen3.cn","6.930","HASH","IT"
"yiruse.net","1.045","HASH+NOHASH","Shopping"
"yishuihu.com.cn","1.476","HASH+NOHASH","Business"
"ykazka.ru","13.959","HASH+NOHASH","Education"
"ykh.com.tw","1.267","NOHASH","Business"
"ymemjrewards.com","1.040","HASH+NOHASH","Business"
"ynalpsgolf.co.kr","2.094","NOHASH","Sports"
"ynewh.co.kr","10.091","HASH+NOHASH","Job Search"
"ynhchineseschool.org","1.131","NOHASH","Education"
"yocarz.in","1.425","HASH","Business"
"yogull.com","1.263","HASH+NOHASH","Advertising"
"yoimprimo.com","20.225","HASH+NOHASH","Shopping"
"yonghongtech.com","1.153","HASH","IT"
"yonseitesol.com","53.703","HASH+NOHASH","Education"
"yopey.org","1.128","HASH+NOHASH","Education"
"yorokobi-p.jp","5.152","HASH","Business"
"youcellar.com","39.537","HASH+NOHASH","Alcohol"
"youdiesel.com","24.615","NOHASH","Business"
"youevent.es","115.895","HASH+NOHASH","Sports"
"young-village.sertifikat.us","9.852","HASH+NOHASH","Adult"
"youngjudaeacelebrates.org","2.986","HASH","Business"
"yourebeautiful.jamesblunt.lyricschords.net","20.822","NOHASH","Entertainment"
"yourideal.lv","25.548","HASH","Search Engines and Portals"
"youthmovements.org","598.392","HASH+NOHASH","Organizations&Government"
"youthnaroo.or.kr","7.359","HASH+NOHASH","IT"
"youthoria.org","6.185","HASH+NOHASH","Social"
"youview.co.kr","20.377","HASH+NOHASH","Shopping"
"youwinconnect.org.ng","139.574","HASH+NOHASH","Business"
"yoyaku24h.jp","2.036","HASH","Business"
"ypj.gov.my","2.769","HASH","Organizations&Government"
"ypress.co.kr","6.965","NOHASH","Business"
"yroky.net","11.791","HASH","Education"
"yrzf.gov.cn","6.185","HASH+NOHASH","Organizations&Government"
"ys-thehue.com","3.280","HASH+NOHASH","IT"
"yshealth.com","10.132","NOHASH","Medicine"
"yshealth.com","10.473","NOHASH","Health and Wellness"
"ystadplantskola.se","11.572","HASH","Shopping"
"ystore.us","65.697","HASH+NOHASH","IT"
"ysweb.co.kr","1.567","HASH+NOHASH","Job Search"
"ytp-bearing.com","4.909","NOHASH","Business"
"yuchi.org.tw","5.981","NOHASH","Shopping"
"yukihana.com.tw","10.176","HASH+NOHASH","Business"
"yuldash.com","3.594","NOHASH","Dating"
"yumezengroup.com","1.143","NOHASH","Business"
"yurgamysh.eto1.ru","1.072","HASH+NOHASH","Business"
"yurinaumov.ru","23.593","HASH+NOHASH","Business"
"yusound.com.tw","1.176","HASH+NOHASH","Business"
"yuyubottle.com","39.235","HASH","Shopping"
"yuzdeyuzmuzik.net","1.246","HASH","Media"
"yviet.edu.vn","1.073","NOHASH","Education"
"yy-asobi.net","1.016","NOHASH","Adult"
"yypjy.com","4.339","HASH+NOHASH","Business"
"yzplastics.com","10.771","HASH+NOHASH","Business"
"z31performance.com","2.875","HASH","Boards"
"zabinfo.ru","3.756","HASH","Media"
"zafc.com","1.902","HASH","Real Estate"
"zahodnudu.cz","1.741","NOHASH","Games"
"zakaz-kamnya.ru","5.138","HASH","Business"
"zakon11.ru","2.453","HASH","Business"
"zakopane.reisepolen.de","1.548","HASH] [NOHASH","Travel"
"zakupki.eltox.ru","5.903","NOHASH","Business"
"zamkomania.pl","1.347","HASH+NOHASH","Business"
"zamzamdirect.com","16.272","HASH","Shopping"
"zansou.com","1.269","HASH+NOHASH","Business"
"zapis.wip.pl","2.643","HASH","Business"
"zapleven.com","1.441","HASH","Media"
"zapytajonocleg.pl","8.645","NOHASH","Travel"
"zarechniy.web-org.ru","106.484","HASH","Business"
"zasta.com.au","1.964","NOHASH","Business"
"zawaj.alnilin.com","23.010","HASH+NOHASH","Media"
"zawaj.sudanas.com","3.344","HASH+NOHASH","Boards"
"zb9p.30117.com","1.472","NOHASH","Socail"
"zbiory.net","1.151","HASH+NOHASH","Shopping"
"zbrush.de","1.833","HASH+NOHASH","IT"
"zcanme.com","13.511","NOHASH","Entertainment"
"zcrxhn.com","77.238","HASH","NoCategory"
"zdrada.pl","1.741","NOHASH","Blogs"
"zdrada.pl","2.455","HASH+NOHASH","Blogs"
"zdrava-prodejna.info","4.141","HASH","Business"
"zebool.co.il","4.453","HASH","Search Engines and Portals"
"zeeshsoft.com","3.339","NOHASH","IT"
"zenbarcelona.com","1.412","NOHASH","Business"
"zentextiles.com","27.278","NOHASH","IT"
"zero2-l-e-ds.golf","10.890","HASH+NOHASH","NoCategory"
"zest-aeroparts.co.kr","4.394","HASH+NOHASH","Auto"
"zestu.com","2.265","NOHASH","Instant Messaging"
"zestu.com","2.491","NOHASH","Instant Messaging"
"zeszyty-naukowe.wwsi.edu.pl","2.312","HASH","Education"
"zetafert.it","6.347","HASH","Business"
"zeus.lkn.ei.tum.de","1.027","HASH","Education"
"zeus.ustadistancia.edu.co","4.085","HASH+NOHASH","NoCategory"
"zgr-cekit.ru","1.355","HASH+NOHASH","Business"
"zhaoj148.com","14.975","HASH+NOHASH","Organizations&Government"
"zhenningtech.com","26.700","HASH","Business"
"zhjxmf.com","1.025","NOHASH","Business"
"zhongjie-pan.com","2.262","NOHASH","Business"
"zibert.smyart.com","3.494","NOHASH","Arts"
"zigarren-bennung.de","3.484","NOHASH","Tobacco"
"zigsaw.in","11.029","NOHASH","Shopping"
"ziikimedia.com","399.699","HASH+NOHASH","Business"
"ziliongames.com.br","8.674","NOHASH","Games"
"zimmer-israel.com","57.481","HASH+NOHASH","Business"
"zipcaars.com","1.170","HASH","Business"
"zippmall.com","6.718","HASH+NOHASH","Shopping"
"ziprar.com","15.466","HASH","Social"
"zjgbhmy.com","2.668","NOHASH","Business"
"zloadr.com","1.978","NOHASH","IT"
"zloadr.com","5.667","HASH+NOHASH","IT"
"znaniya.znonline.org","7.400","HASH","Education"
"znpcreative.com","6.928","HASH+NOHASH","Business"
"zodynas.ru","26.385","HASH","Business"
"zoids.com.tw","5.472","NOHASH","Business"
"zombiejohn.com","1.378","NOHASH","Auto"
"zonefivesoftware.com","38.924","HASH","IT"
"zonwering.discount","8.091","NOHASH","NoCategory"
"zoomaailm.ee","1.797","HASH","Business"
"zooman.ru","3.476","HASH","Social"
"zoomaru5.com","2.951","NOHASH","Business"
"zoopola.co.kr","10.503","HASH+NOHASH","NoCategory"
"zootorgi.ru","40.983","HASH","Shopping"
"zoprent.com","2.445","HASH+NOHASH","Business"
"zpch.clubkledingwinkel.nl","1.503","HASH+NOHASH","Business"
"zshj.com","2.460","HASH","Business"
"zugmodell.ru","3.770","HASH","Social"
"zum-flohmarkt.de","18.594","NOHASH","Shopping"
"zunxuht.suzukiswift.dk","4.453","NOHASH","Boards"
"zunyifang.cn","7.144","HASH+NOHASH","Real Estate"
"zuobus.com","7.139","HASH+NOHASH","Travel"
"zussmetanova.cz","3.437","HASH","Business"
"zwc.gg","3.239","HASH","Business"
"zweirad-profi.de","1.150","HASH+NOHASH","Auto"
"zx.vaults.jp","68.732","HASH+NOHASH","Social"
"zzandol.net","1.281","HASH+NOHASH","Medicine"
"zzrbikes.com","6.222","HASH","Auto""Website","LineCount","HashType","Category"
"0059.co.kr","3.139","HASH","Shopping"
"007airsoft.com","2.163","HASH","Sports"
"01nii.ru","1.523","HASH","Business"
"01nii.ru","1.931","HASH+NOHASH","Business"
"0286780777.com","1.048","NOHASH","Business"
"03-auto.ru","5.675","HASH","Travel"
"030casting.de","18.452","HASH+NOHASH","Entertainment"
"03pure.ca","13.501","HASH+NOHASH","NoCategory"
"048235631.com","20.677","HASH+NOHASH","Business"
"0510.pub","5.742","HASH+NOHASH","NoCategory"
"0573lawyer.cn","13.315","HASH","Business"
"062.ru","5.640","HASH+NOHASH","Reference"
"06awed.photoherald.com","31.941","HASH+NOHASH","Business"
"0797wl.com","9.176","HASH","Business"
"08afri.photoherald.com","11.520","HASH+NOHASH","Business"
"0930net.com","1.458","HASH+NOHASH","Adult"
"0933779000.com","1.156","HASH+NOHASH","NoCategory"
"0985983777.com.tw","1.302","NOHASH","Business"
"09project.com","7.277","HASH","Shopping"
"0charges.com","1.240","NOHASH","Business"
"1-sonbmsm.uz","1.701","NOHASH","NoCategory"
"1.13365.com","36.794","HASH+NOHASH","NoCategory"
"1.34.179.198","3.875","NOHASH","NoCategory"
"1000cv.it","2.020","HASH+NOHASH","Auto"
"1000literaryagents.com","77.043","NOHASH","Business"
"1000tickets.com.ar","13.025","HASH+NOHASH","Business"
"1000tickets.com.ar","26.956","HASH+NOHASH","Business"
"1001-autoentrepreneurs.com","97.449","NOHASH","Business"
"1001aerosols.com","8.370","HASH+NOHASH","Shopping"
"1004clinic.com","8.021","NOHASH","Medicine"
"100bannerov.com","13.636","HASH","Advertising"
"100pdent.co.kr","52.071","HASH+NOHASH","Shopping"
"100people.org","3.803","HASH+NOHASH","Reference"
"101arts.net","2.308","HASH","Entertainment"
"104.199.126.203","1.677","HASH","NoCategory"
"104.239.176.21","94.904","HASH+NOHASH","NoCategory"
"10dial.com","1.962","HASH+NOHASH","Business"
"10parkresort.com","1.276","HASH+NOHASH","Business"
"10th.holdgold.ru","9.283","HASH+NOHASH","Games"
"110.157.239.29","5.131","NOHASH","NoCategory"
"112coaxkabels.nl","8.209","HASH+NOHASH","Arts"
"113.53.232.220","1.820","HASH","NoCategory"
"115.68.13.150","3.038","HASH+NOHASH","NoCategory"
"1219flower.com","2.396","NOHASH","Shopping"
"123.gute-reisen-online.com","1.560","NOHASH","Travel"
"123bee.com","8.520","HASH+NOHASH","Games"
"123chase.com","8.520","HASH+NOHASH","Games"
"123facts.com","29.968","NOHASH","Entertainment"
"123fish.net","5.612","NOHASH","Social"
"123flower.co.kr","4.624","NOHASH","Web Hosting"
"124sold.gr","26.361","HASH+NOHASH","Auction"
"128.199.161.155","6.828","NOHASH","NoCategory"
"12liceum.edu.pl","2.176","NOHASH","Education"
"12print.it","107.133","NOHASH","Entertainment"
"13.114.116.219","17.239","HASH","NoCategory"
"13.114.67.45","1.569","NOHASH","NoCategory"
"1314920.luxe","8.666","HASH+NOHASH","NoCategory"
"13keruleti-hirhatar.hu","1.519","HASH","NoCategory"
"14.63.169.59","39.634","HASH+NOHASH","NoCategory"
"14.63.212.61","95.702","HASH+NOHASH","Sports"
"1411.com.do","5.437","HASH+NOHASH","Reference"
"1411.com.es","3.978","NOHASH","NoCategory"
"142.4.210.16","4.421","HASH+NOHASH","Entertainment"
"1452arte.com","2.826","NOHASH","Entertainment"
"149.202.131.59","1.444","HASH","NoCategory"
"149.202.63.121","5.759","HASH","NoCategory"
"14jksc.in","4.026","NOHASH","Business"
"153weather.com","11.617","NOHASH","Telecom"
"15660001.com","15.840","HASH+NOHASH","Shopping"
"15661187.com","6.305","HASH+NOHASH","NoCategory"
"157.205.71.234","4.236","HASH+NOHASH","NoCategory"
"157.230.56.213","9.768","HASH","NoCategory"
"158.199.171.146","1.013","NOHASH","NoCategory"
"158.199.171.86","1.015","NOHASH","NoCategory"
"161.com.pt","2.760","HASH+NOHASH","Business"
"162.144.135.136","1.711","HASH","NoCategory"
"162.144.59.102","1.699","NOHASH","NoCategory"
"162.221.202.181","1.499","NOHASH","Finance"
"163.20.160.24","3.352","HASH","Education"
"163.24.21.143","3.645","HASH+NOHASH","NoCategory"
"164.115.22.127","6.595","HASH+NOHASH","NoCategory"
"167.88.3.53","6.758","NOHASH","NoCategory"
"16887808.com","18.676","HASH","Shopping"
"173.212.232.240","2.094","HASH","Software"
"173.221.254.15","4.923","HASH+NOHASH","NoCategory"
"174.143.19.204","42.655","HASH+NOHASH","NoCategory"
"178.63.80.136","5.583","HASH+NOHASH","NoCategory"
"17rcn.org","2.372","HASH+NOHASH","Business"
"18.9dgo.com","47.909","HASH+NOHASH","Social"
"186.46.160.202","11.828","HASH","NoCategory"
"187guild.net","85","HASH+NOHASH","Forum"
"18world.ru","3.378","HASH","Business"
"192.169.193.190","3.520","HASH","NoCategory"
"192.254.172.37","1.795","HASH","NoCategory"
"1924.holdgold.ru","9.256","HASH+NOHASH","Games"
"194.187.144.23","3.923","NOHASH","Social"
"194.5.30.110","4.982","HASH+NOHASH","NoCategory"
"194.85.4.157","4.292","NOHASH","Business"
"195.228.135.95","2.254","HASH","NoCategory"
"1986bdaytshirt.com","8.714","HASH","NoCategory"
"199.167.129.205","1.492","HASH","NoCategory"
"1clickprint.com","1.032","HASH","Shopping"
"1directory.ru","32.592","NOHASH","Search Engines and Portals"
"1i.by","4.141","HASH","IT"
"1medplace.com","10.050","HASH+NOHASH","Business"
"1print.co.kr","6.305","HASH+NOHASH","NoCategory"
"1profitring.com","5.264","HASH+NOHASH","IT"
"1shopram.ga","2.456","HASH+NOHASH","NoCategory"
"1st-for-provence-property.co.uk","21.757","NOHASH","Real Estate"
"1tur.ru","22.644","HASH","Travel"
"1wangroup.com","1.144","HASH+NOHASH","Social"
"200.0.25.122","2.271","HASH+NOHASH","NoCategory"
"200.13.190.5","4.395","HASH+NOHASH","NoCategory"
"200.20.187.134","26.836","HASH","Organizations&Government"
"200.43.6.151","3.418","NOHASH","NoCategory"
