Entries,Database,Detected Hashing Algorithms,Category,Dump Date,Acknowledged?
4330,Hattrickgazette.Org,plaintext,,2017-11,
4329,HunterFight.fr,SHA-256,Gaming - Minecraft,2016-09,
4303,LS-Site.org,MD5,Uncategorized,2012,
4302,ScriptPirates.com,IPB,Hacking,2013-07,
4299,DigitalGangster.com Forum,vB,Hacking,2016-07,
4299,WoWScape.net Forums,SHA-1(uppercase($username).uppercase($pass),Gaming - World of Warcraft,2018-09,
4289,Forum.Maxbimmer.pl,MD5,Vehicles - Cars,2012,
4285,Progetto-Nutrizione.it,MD5 & no passwords,Health - Nutrition,2013-05,
4280,BKI.net,plaintext,Religion,,
4278,USA.Humanityfirst.org,plaintext,,2017-12,
4277,RDInn.com,SHA-1,Gaming,,
4269,BurningWheel.com,vB,Gaming,2016-11,
4264,OneClickRoot.com,SHA-1,Technology,2016-08,
4263,Pug205.nl,MD5 & plaintext & MySQL,Vehicles - Cars,2016,
4252,StudentBuduje.pl,MD5,Education,2012,
4250,Cloudin728.com,VB,Gaming - RuneScape,,
4247,Melbshuffle.pl,MD5 & MD5(phpBB3),Music,2012,
4243,USA Oncologists Database,no passwords,Health,2009,
4242,Skuterykingway.com,MD5,Shopping,2012,
4232,Polska.lu,MD5,Portal,2012,
4232,Shadow-Universe.fr,MD5,Gaming - Minecraft,2016-07,
4231,Lundabocker.se,no passwords,Shopping - Books,2014-06,
4231,SpecialKidsInTheUK.org,VB & bcrypt,Charity,,
4228,Nayaissue.com,plaintext,Trading,2017-11,
4225,Incorpore.co.uk,plaintext,Directory - Gyms,2016,
4217,Techcadre.com,plaintext,,2017-12,
4216,SkypeResolved.com,SHA-1 & plaintext,Skype Resolver,2015-10,
4214,Lakierowanko.info,MD5,Vehicles - Cars,2012,
4210,Maheshwarishaadi.Com,plaintext,,2017-11,
4207,Hockeybarn.com,plaintext,,2017-11,
4205,Laserresearch.Net,plaintext,,2017-11,
4205,Laseresearch.us,plaintext,,2017-11,
4192,Business.TimeWarnerCable.com,MD5,Internet Service Provider,2016-02,
4184,RSOrder.com,SHA-1,Gaming - RuneScape,2011-02,
4180,Forum.AgroPortal.net.pl,MD5,Agriculture,2012,
4180,Minecraft.Cps.Cityhost.pl,MD5,Gaming - Minecraft,2012,
4176,Jersey.info.pl,MD5,Travel,2012,
4171,AhoyWorld.net Forum,IPB & bcrypt,Gaming - ARMA3,2016-08,
4167,Havelland-Solar.De,plaintext,,2017-11,
4166,Fotoprzyroda.pl,MD5,,2012,
4158,Neko-san.fr Forum,bcrypt,Anime,2016-07,
4157,StudyZone.tv,SHA-1,,2017-10,
4156,MarijuanaGrowing.com Email Addresses,no passwords,Drugs,,
4156,Servas.it,plaintext,,2017-12,
4151,ChicagoRiders.us,MD5,Vehicles,2016-07,
4149,247LiveMarket.com,plaintext,Advertising,,
4149,Xeoserver.Jp,plaintext,,2017-12,
4149,Forums.Bladi-DZ.com,VB & bcrypt,Uncategorized,,
4148,TechTronik.pl,MD5,Technology,2012,
4143,Errachidia.org,plaintext,,2017-11,
4141,ItalianMedicineJustice,MD5 & plaintext,Health - Medicine,,
4134,Flutrackers.com,VB & bcrypt,,,
4132,Kevlar.pw,MyBB,Gaming - Minecraft,2018-04,
4130,Kerjaapa.Com,plaintext,,2017-11,
4127,Mainebuildinganddevelopment.com,plaintext,Real Estate,2017-11,
4122,Community.freebord.com,vB,Sports - Snowboarding,2017,
4122,JoyHeat.com,vB,Gaming,2017,
4121,Renntrack.com,vB,Vehicles,2016-11,
4121,ZumbaShop-sea.com,MD5,Clothes,2014-07,
4119,Sboschaak.net,no passwords,Gaming - Chess,2016-06,
4115,Fuorissimo.com,Fnv164,Humor,,
4115,Sedziowie.Kei.pl,MD5,Law,2012,
4105,Forum.4Lapy.info,MD5,Animals,2012,
4104,ForumFotografow.pl,MD5,Photography,2012,
4101,Natures-World.co.uk,no passwords,Nature,,
4097,Forum.Tempra.org,MD5,Vehicles - Cars,2012,
4096,Windhamfabrics.com,plaintext,,2017-12,
4084,Buyersguidechem.com,plaintext,,2017-11,
4084,Forum.Supernatural.com.pl,MD5,TV Series,2012,
4083,Forum.MemoriaPress.com,VB & bcrypt,,,
4080,Tequila.net,vB,Drinks,2017,
4079,Bloodfeast.de,plaintext,,2017-11,
4078,Pslrecruitmentservices.co.uk,plaintext,,2017-12,
4076,BowsaWowsa.com,osCommerce,Shopping,2008,
4066,ChelseaLive.pl,MD5,Sports - Football,2012,
4063,Fonline.sarnet.pl,MD5,Uncategorized,2012,
4063,Linode.com,MD5,Hosting,2013-03,https://blog.linode.com/2013/04/16/security-incident-update/
4063,MSI.com,MD5,Gaming,2015-12,
4062,Oplacalnahodowla.pl,MD5,Uncategorized,2012,
4061,Asus.co.uk,MD5,Technology,2016-02,
4060,LaptopMania.co.uk,MD5,Technology,2015-12,
4057,SystemTools.com,vB,Software,2017,
4054,CS-nrg.eu,MD5,Gaming,2012,
4054,Duelyst.com,SHA-256($pass.$salt),Gaming,2016-02,
4051,Africafiles.org,plaintext,Uncategorized,2017-11,
4051,ConservativePunk.net,MD5,Real Estate,2012,
4051,Invitro.Hu,plaintext,,2017-11,
4047,Asiabidco.com,plaintext,,2017-11,
4045,Convertmyads.com,plaintext,,2017-11,
4041,WichersMods.nl,MD5,Software,2018-07,
4021,Divisionxiii.fr,plaintext,,2017-11,
4020,Katolik.us,MD5,Religion,2012,
4020,Statystycy.pl,MD5,Maths,2012,
4019,Ehis64.net,plaintext,,2017-11,
4017,Audis.it,plaintext,,2017-11,
4014,Forumpobiedziska.pl,MD5,Uncategorized,2012,
4009,PrivatVideo.se,plaintext,Porn,,
4006,CubanLous.com,osCommerce,Shopping,2008,
3984,SoftGozar.com,vB,Software,2017-02,
3983,Falowniki.com,plaintext,,2017-11,
3981,Swiatelka.pl,MD5,Technology,2012,
3981,Azzurraimmobiliare.Eu,plaintext,,2017-11,
3973,Thaiticketcenter.com,plaintext,,2017-12,
3970,RavensGuild.pl,MD5,Gaming,2012,
3961,ProjectX.top,bcrypt,Shopping,2016-08,
3958,IpicGroup.com Email Addresses,no passwords,Business,,
3956,Naturpflege-Shop.de,osCommerce,Shopping,2011,
3952,PTR-Forum.Rail-Nation.com,vB,Gaming,,
3950,BDSMGirl.nl,SHA-1,Porn,,
3949,Seven.com.tw,plaintext & no passwords,Shopping,2017,
3947,HexionMC.com,no passwords & SHA-256(AuthMe),Gaming - Minecraft,2016-06,
3945,SacPD.org (Sacramento Police Department),base64,Government,2017-10,
3934,Forums.KingsOfTheRealm.com,vB,Gaming,2017,
3926,Saonline.Co.Za,plaintext,,2017-12,
3924,NeXXX.com,MD5,Porn,2016-06,
3923,Mexx.com,MD5,Fashion,2016-06,
3921,Import-Anime.com,VB *MISSING SALTS*,Anime,2019-04,
3920,Alwafd.org,vB,Newspaper,2013-05,
3917,AcademyWomen.org,MD5,Community,2017-10,
3912,Forum.OPCG.net,MD5,Sports - Tennis,2012,
3905,Edamamesushiandgrill.Com,plaintext,,2017-11,
3904,Forum.Niesmialosc.Net,MD5,,2012,
3903,Ivaccess.com,plaintext,,2017-11,
3898,Forum.Labradory.org,MD5,,2012,
3896,Yfcaoysterbay.org,plaintext,,2017-12,
3894,Rude66.com,plaintext,Marketing,,
3893,BlackWarez.pl,MD5,File Sharing,2012,
3893,NFLFans.com,vB,Sports,2017,
3893,Forum.ekucharka.net,VB & bcrypt,,,
3889,DutchWoW.com,vB,Gaming - World of Warcraft,2015-09,
3889,Badassoftheweek.com,plaintext,,2017-11,
3883,TopBlogArea.se,MD5,Blog,,
3883,Oneislandband.com,plaintext,,2017-11,
3881,NuggetBridge.com,plaintext,Gaming - Pokemon,2016-12,
3872,Gryfino.info,MD5,,2012,
3868,LeakNinja.com,vB,Hacking,2016-12,
3860,I-Point.pl,MD5,Uncategorized,2012,
3858,Eganyu.com,plaintext,Gambling,,
3849,AFD.gov.bd,MD5,Government,2016-08,
3849,CrackingCore.com,plaintext,Hacking,2016-05,
3829,Cswypasiony.pl,MD5,Uncategorized,2012,
3827,Justseenit.Com,plaintext,,2017-11,
3823,BestAdvice.ie,plaintext,Finance,2017,
3822,Mfk126p.Nazwa.pl,MD5,,2012,
3820,Uctok.com,MD5,,2012,
3800,Arthritis.Com.Au,plaintext,,2017-11,
3789,SchoolBytes.com,plaintext,Education,2017-12,
3785,Vetripharm.De,plaintext,,2017-12,
3783,RadicalExploits.com,bcrypt & plaintext,Gaming,2016-07,
3776,Cmsszablony.pl,MD5,Uncategorized,2012,
3770,Kingofcoders.Com,plaintext,,2017-11,
3769,Rakaka.se,SHA-1,Gaming,,
3768,Draynor.net,MD5,Gaming - RuneScape,2012-12,
3768,NCDC.NOAA.gov (National Climatic Data Center),no passwords,Data,,
3766,Dognet.It,plaintext,,2017-11,
3757,TaylorMadeClips.com,vB,Porn,2015-07,
3750,Gmdiet.Co.Kr,plaintext,,2017-11,
3747,TheatrHall.com,plaintext,Clothes,2016-07,
3730,Local-Trade-Finder.Co.Uk,plaintext,,2017-11,
3727,TheDailyClassifieds.com,plaintext,Advertising,2017-03,
3713,Ekburg.tv,SHA-1($pass.$salt),News,2016-03,
3712,BodyBuildingForums.com.au,vB,Bodybuilding,2016-11,
3712,OnlineNutrition.com.au,vB,Health - Nutrition,2016-11,
3702,Inspiration-RSPS.com,vB,Gaming - RuneScape,,
3701,Teufelsturm.De,plaintext,,2017-12,
3695,Acampapr.Com,plaintext,,2017-11,
3692,Mobotix.ro,plaintext,Technology,2017-11,
3687,Crime.Komchadluek.net,plaintext & no passwords,,2018-03,
3683,Business-Tonbridge.Co.Uk,plaintext,,2017-11,
3683,Portail-Peche.com,plaintext,Fishing,2017-12,
3683,Bdsouthwest.Co.Uk,plaintext,,2017-11,
3683,Bdmanchester.Co.Uk,plaintext,,2017-11,
3683,Around-Bournemouth.Co.Uk,plaintext,,2017-11,
3683,Bdgreaterlondon.co.uk,plaintext,,2017-11,
3683,Bdnorthwest.co.uk,plaintext,,2017-11,
3683,Bdsouthmidlands.co.uk,plaintext,,2017-11,
3683,Bdwales.co.uk,plaintext,,2017-11,
3683,Business-Slough.co.uk,plaintext,,2017-11,
3681,StormFight.fr,MD5,Gaming - Minecraft,2015-04,
3678,Get-it-gay.at,MD5 (hash repeated multiple times),Magazine - LGBT,2016-01,
3670,Zigo.com,plaintext,Employment,2016-08,
3661,FineSound.nl,osCommerce,Shopping,2018-07,
3655,LosBlancos.pl,MD5,Sports - Football,2012,
3654,Elektroseiten.de,plaintext,Media,2017-11,
3650,SheltersOfAmerica.com,unknown hashing algorithm,Shopping,2017-03,
3637,HowToAirBrush.com.au,plaintext,Art - Graphics,2016-02,
3632,Forum.Nagrzyby.pl,MD5,,2012,
3623,Galsonlabs.com,plaintext,Business,2017-11,
3620,Milq.com,SHA-1,Entertainment,2016-01,
3620,Sybils.com.au,plaintext,,2017-12,
3619,Kentandcleal.Co.Uk,plaintext,,2017-11,
3616,FindTheUK.co.uk,no passwords,Business Directory,,
3608,RightToRebel.net,vB,Gaming,2017,
3607,Gsiklub.pl,MD5,Vehicles - Cars,2012,
3603,Bookgroup.info,phpBB,Reading,2014-09,
3602,Thepsathen.com,plaintext,,2017-12,
3593,MelWorks.com.au,osCommerce,Shopping,2011,
3583,Ifoundu.Co.Uk,plaintext,,2017-11,
3573,Forum.Motodwusuwy.pl,MD5,Vehicles - Motorbikes,2012,
3571,ForestFly.com,plaintext,Shopping,2017-03,
3569,Taxigrab.Com,plaintext,,2017-12,
3562,Personsplanet.com,plaintext,,2017-12,
3562,Abada-Capoeira.Elk.pl,MD5,,2012,
3558,PalmBeach,no passwords,Uncategorized,2016-02,
3545,DTVUSA.com Email Addresses,no passwords,Television,,
3544,W11det.Webd.pl,MD5,Uncategorized,2012,
3542,Extreme-Forum.net,vB,Porn,2016-11,
3538,Store.StagArms.com,osCommerce,Shopping,2008,
3530,ThePirateGame.net,plaintext,Gaming,2016-03,
3528,FinalFantasyForum.com,vB,Gaming - Final Fantasy,2013-09,
3522,Scientific-Meeting.org,plaintext,,2017-12,
3511,Btechguru.Com,plaintext,,2017-11,
3507,Forum.Osx86.org.pl,MD5,Software,2012,
3507,FreshTools.ws,MD5 & plaintext,Spamming,2015-06,
3504,Doga.fr,SHA-512 & MD5,Technology,,
3501,GTCF.org,no passwords,Volunteering,,
3498,Turek-City.pl,MD5,,2012,
3497,IPStresser.com,SHA-512,Booter,2016-01,
3490,Forum.Vwvento.org,MD5,,2012,
3486,UNDP.org (United Nations Development Programme),plaintext,Intergovernmental Organization,2011-11,
3484,EtchingIndustries.com,MD5,Industry,2016-11,
3481,Happyhomefurnishers.Com,plaintext,,2017-11,
3477,Happyhomefurnishers.co.uk,plaintext,Shopping,2017-11,
3477,Furniturebook.Com,plaintext,,2017-11,
3476,Furniturebook.Co.Uk,plaintext,,2017-11,
3474,Eiae.Org,plaintext,,2017-11,
3473,Zipp-Forum.pl,MD5,Uncategorized,2012,
3473,Astar1.Webd.pl,MD5,,2012,
3467,PixelEntity.com,vB,Web Design,2017,
3467,Stroymir.com.ua,plaintext,,2017-12,
3466,Gamepassion.se,MD5,Gaming,2008-01,
3462,Luxology.jp,plaintext,,2017-11,
3462,Vacationzone.Co.Th,plaintext,,2017-12,
3456,Sanktuariumfc.org,MD5,Music,2012,
3448,Sardinesmagazine.co.uk,plaintext,,2017-12,
3447,DoorCenter.co.il,plaintext,Shopping - Doors,2015-01,
3447,Impgc.Com,plaintext,,2017-11,
3443,Clan30.com,VB & bcrypt,,,
3430,Serwer.Slupsk.pl,MD5,,2012,
3427,Ogar900.com,MD5,,2012,
3418,Mercmania.pl,MD5,Vehicles - Cars,2012,
3417,Czestochowaforum.pl,MD5,,2012,
3412,Patologia.Net.pl,MD5,,2012,
3411,BirdPhotographers.net,vB,Animals & Photography,2017,
3409,Swiatrapu.pl,MD5,Uncategorized,2012,
3409,Kaziya.Co.Jp,plaintext,,2017-11,
3405,VmaDumps.cc,MySQL4.1/MySQL5,Carding,2013-03,
3402,DivinationX.org,MD5 & IPB,Gaming - RuneScape,,
3401,Eyesright.Co.Uk,plaintext,,2017-11,
3400,Civic5g.pl,MD5,Vehicles - Cars,2012,
3400,Zawodnicy.pl,MD5,,2012,
3395,ValidDumps.ru,MD5(salt) & MD5,Carding,,
3388,HighTechHire.com,plaintext,,2017-11,
3385,Spiuk-Portugal.com,plaintext,,2017-12,
3382,PowerMTASolutions.com Email Addresses,no passwords,Marketing,,
3375,Forum.Exoticcars.pl,MD5,Vehicles - Cars,2012,
3375,Wenshulou.cc,base64,Books,,
3370,JustYourLocation.com,SHA-1(salt),Technology,2016-12,
3368,NetBan.cn,MD5,Education,2016-08,
3365,FuryDown.com,SHA-1,Booter,2015-07,
3365,MerNetwork.com,vB,Entertainment,2017,
3351,Polska.mil.pl,MD5,Military,2012,
3349,Maiestas.org,vB,Gaming,2017,
3345,Skjortmakarna.se,osCommerce,Shopping,2011,
3336,ColonyOfGamers.com,MD5(salt),Gaming,2015-12,
3335,Piterwsad5.Onuse.pl,MD5,Uncategorized,2012,
3333,CandyPvP.fr,SHA-256,Gaming - Minecraft,2015-06,
3332,GhostMarket.com,MD5(phpBB3) & no passwords,Carding,2013-03,
3331,Dropball.ru.Blob.Mtw.ru,plaintext,,2017-11,
3330,Fobiaspoleczna.info,MD5,Uncategorized,2012,
3324,Anitkak.webd.pl,MD5,Gaming,2012,
3323,Tppc.Com.Au,plaintext,,2017-12,
3321,RSHun.hu,MD5,Gaming - RuneScape,,
3317,Slang.ie,plaintext,,2017-12,
3313,HeavenWarez.com,no passwords,Software,2010-03,
3312,Forum.Muzyczny.pl,MD5,Music,2012,
3312,Agraria.Unirc.It,plaintext,,2017-11,
3308,Forum.Liveforspeed.pl,MD5,Vehicles - Cars,2012,
3307,UBERS.org,MyBB,Hacking,2012-09,
3307,Zgorzelec.info,MD5,Directory,2012,
3306,TheDarkSideGames.com,IPB,Gaming,2016-08,
3293,Firework-Forum.co.uk,SHA-1($pass.$salt),Fireworks,2015,
3292,PhoneCert.com,plaintext,Phones,2015-02,
3292,Sklejmy.com,MD5,Vehicles - Aircraft,2012,
3291,Getawaygolf.com.au,plaintext,Sports - Golf,2017-11,
3290,Macaotourism.Jp,plaintext,,2017-11,
3286,Apisto.pl,MD5,Animals - Fish,2012,
3281,BandLand.co.uk,osCommerce,Shopping,2011,
3281,Verdao.net,MD5,Sports - Football,2016-02,
3279,Phoncert.com,plaintext,Streaming,,
3277,Forum.Dominicana.com.pl,MD5,Travel,2012,
3274,Favero.com,plaintext,,2017-11,
3264,FricoAir.com,plaintext,Technology,2017,
3264,OleMiss.edu,plaintext,Education,2017,
3263,Thehanyang.co.kr,MD5,Education,2012,
3262,Sabay.com,several,News,2014-05,
3251,Elektron.Hr,plaintext,,2017-11,
3242,Thepantrycatering.Co.Uk,plaintext,,2017-12,
3238,Erisium.com,no passwords,Gaming - Minecraft,2016-06,
3233,Rtsy.pl,MD5,,2012,
3231,Scforum.Jp,plaintext,,2017-12,
3231,E-Manta.eu,MD5,,2012,
3230,AthensEscortsGreece.com,plaintext,Escort Agency,,
3229,Ksiegowy.org,MD5,Uncategorized,2012,
3219,Leforumdubowling.fr,bcrypt,,,
3218,Retailtalentnetwork.Co.Uk,plaintext,,2017-12,
3216,Ajeeb.co.uk,plaintext,,,
3215,Forum.Samart.pl,MD5,,2012,
3213,Kurnik.I365.pl,MD5,Uncategorized,2012,
3204,Forum.Pro-Cycling.org,MD5,Sports - Cycling,2012,
3199,BestialitySexTaboo.com,bcrypt,Porn,2018-03,
3190,EscortsZurich.com,plaintext,Escort Agency,,
3189,Trikoport.Com,plaintext,,2017-12,
3183,Editorateosofica.Com.Br,plaintext,,2017-11,
3180,Condotel.net,plaintext,Uncategorized,2017-11,
3180,Infolinia.org,MD5,,2012,
3179,YoloTown.nl,SHA-1,Gaming,2016-08,
3175,Peoplestore.net,plaintext,Acting Agency,2017-12,
3175,PR-RP.com,vB,Gaming,2016-11,
3166,Hi5ads.com,plaintext,Advertising,,
3165,Igolebie.pl,MD5,Animals - Pigeons,2012,
3163,Dotykowe.eu,MD5,Uncategorized,2012,
3157,Adopcjazewskazaniem.org,MD5,,2012,
3154,Racejournalonline.Com,plaintext,,2017-12,
3153,Bitcoin.Lixter.com,plaintext,Cryptocurrency,2014-09,
3151,SW-RPG.net,VB,Gaming,2019-07,
3149,MultiGameShop.com,MD5,Shopping,2017-03,
3148,Sqtery.eu,MD5,Uncategorized,2012,
3148,VA-Outdoors.com,vB,Fishing & Hunting,2017,
3139,Attorneyjobsinusa.Com,plaintext,,2017-11,
3138,Eryzia.fr,MD5,Gaming - Minecraft,2016-01,
3137,Minocadeaux.com,MD5,Gaming,2017-03,
3135,ECompany.tk,MD5,Uncategorized,2012,
3128,CanWatchco.ca,vB,Watches,2017,
3122,StoneyCreekShop.co.nz,osCommerce,Shopping,2008,
3122,Nunabasconbcn.Com,plaintext,,2017-11,
3122,ItalianGekko.net,MD5 & MD5(salt) & MD5(Wordpress),Animals - Geckos,2014-04,
3121,ADKGamers.com,blowfish & IPB,Gaming,2016-08,
3118,Royaumebamoun.com,MD5,Community,2012,
3117,CPPS.one,MD5,Gaming - Club Penguin,2015-11,
3114,DeathWarez.org,MD5(phpBB3),File Sharing,2010-10,
3109,Pmr446.info,MD5,Uncategorized,2012,
3102,BarcaForum.com,vB,Sports - Football,2017-01,
3100,Rbandini.it,plaintext,,2017-12,
3097,QuakeNet.org,MD5,Instant Messaging - IRC,2015,
3092,Mojobraz.Sk,plaintext,,2017-11,
3090,Catropaejb.com.ve,no passwords,Community,2016-12,
3088,Luxuryhotelexperts.com,plaintext,Hotels,2017-11,
3084,Naglebie.pl,MD5,Vehicles - Cars,2012,
3080,Forum.Jednoslad.pl,MD5,Vehicles - Motorbikes,2012,
3076,Farmacjacmuj.pl,MD5,Farming,2012,
3069,Forum.Gs500.pl,MD5,Vehicles - Motorbikes,2012,
3067,Pulsum.pl,plaintext,Newspaper,2017-11,
3067,ShoppingBitcoins.com,plaintext,Cryptocurrency,,
3056,Stowarzyszenieprzyjaciolszczurow.pl,MD5,Uncategorized,2012,
3055,IO-Games.com,MD5,Gaming,2016-01,
3055,Powellcountymt.gov,plaintext,Government,2017-12,
3052,TigerSex.org,MD5(phpBB3),Porn,2010-10,
3051,DiscusForum.pl,MD5,Animals,2012,
3051,Akoma-Trade.Com,plaintext,,2017-11,
3047,ThaiInd.com,CRC-32,Shopping,,
3046,I-Shops.Sk,plaintext,Shopping,2017-11,
3043,Nairaoutlet.Com,plaintext,,2017-11,
3042,XFire.pl,MD5,Gaming,2012,
3037,Brightgreenplacements.Org.Uk,plaintext,,2017-11,
3035,Edurelation.Com,plaintext,,2017-11,
3032,NavratnaBooking.com,plaintext & no passwords,Business,2016-06,
3032,Sukkospa.com,plaintext,Spa,2017-12,
3024,Razem.Waw.pl,plaintext,Health,2017-11,
3021,Prospectingpro.Net,plaintext,,2017-12,
3019,Cimarronrealty.Com,plaintext,,2017-11,
3017,Silveroakltd.Com,plaintext,,2017-12,
3014,IOG-Gaming.net,MD5,Gaming,2014-11,
3006,ChristianSurvivors.com,VB & bcrypt,,,
3005,Forum.Pilkarze.net,MD5,Sports - Football,2012,
3005,Specops.com.pl,MD5,Security,2012,
3001,Toledoclubpolska.pl,MD5,Vehicles - Cars,2012,
2996,CoinsTown.com,MD5,Paid to click,2016-01,
2996,Gcity.eu,MD5,Accommodation,2012,
2994,Wingtsunpolska.pl,plaintext,Sports - Kung-Fu,2017-11,
2993,Forum.Ozorkow.net,MD5,General Discussion,2012,
2989,ReasonForums.com,vB,Music,2017,
2989,Sra-Instruments.com,plaintext,,2017-12,
2986,Industry-Pilot.ru,plaintext,Industry,2017-11,
2982,Sky-Hack.ru,MD5,Hacking,2013-11,
2979,Muonline.ph,bcrypt,,,
2977,Neanetworking.com,plaintext,,2017-11,
2976,Forum.Cigaraficionado.com.pl,MD5,Drugs,2012,
2974,CS-abdulia.pl,MD5,Gaming,2012,
2974,LeakForums.org,MyBB & plaintext,Hacking & General Discussion,,
2973,Sh0pingWith.us,MD5 & no passwords,Hacking,2013,
2968,LeagueMode.com,MyBB,Gaming,,
2962,8000r.cn,MD5,Shopping,2012-10,
2962,CS-szalonylegion.pl,MD5,Gaming,2012,
2958,CS-Koksik.xaa.pl,MD5,Gaming,,
2954,Amateurtheatredatabase.Co.Uk,plaintext,,2017-11,
2949,GaijinGamers.com,vB,Gaming,2017,
2947,Propertymail.co.uk,plaintext,,2017-12,
2945,2FlashGames.com,MD5,Gaming,,
2940,Amazon Refunds (HF),plaintext,Hacking,,
2940,FadeHost.com,IPB,Hosting,2015-08,
2935,Mapet-Tuning.com,MD5,Vehicles - Car Accessories,2012,
2932,SuikoSource.com Forum,MD5(Wordpress),Gaming - Suikoden,2016-03,
2931,Apisguia.Com.Br,plaintext,,2017-11,
2925,Blogs.perl.org,DES,Coding,2014-01,
2922,Infekcja.net,MD5,Uncategorized,2012,
2922,Ciaoitalytravel.Com,plaintext,,2017-11,
2919,Focofiscal.com.br,plaintext,Uncategorized,2017-11,
2917,TalaHost.com,vB,Hosting,2017-02,
2911,Jcashway.com,plaintext,Shopping,2017-11,
2907,Gfimanpower.com,plaintext,Employment,2017-11,
2907,Optec-Developpement.fr,plaintext,,2017-11,
2907,Sinister.ly,MyBB,General Discussion,2013-05,
2903,Forumslubne.Az.pl,MD5,Weddings,2012,
2894,Instantcashads.com,plaintext,Advertising,2017-11,
2887,Fonnerpark.Com,plaintext,,2017-11,
2885,Wyomingwestrealty.com,plaintext,Real Estate,2017-12,
2881,Chumpcar.com Forum,IPB,Vehicles,2015-11,
2881,Kryminalistyka.fr.pl,MD5,Criminology,2012,
2879,Melbar.de,plaintext,Shopping,2017-11,
2874,OppoDigital.in,MD5 & plaintext,Music & Technology,2019-06,
2873,Dictionare.com,plaintext,Language,2017-11,
2873,PetZoo.co.uk,osCommerce,Shopping,2008,
2873,Troyerauctions.com,plaintext,Auctions,2017-12,
2872,Nihonto-yoroi.com,bcrypt,,,
2872,NissanRoadRacing.com,VB & bcrypt,,,
2866,Forum.Radiotuba.org,MD5,Radio,2012,
2866,Korex.net.pl,MD5,Photography,2012,
2861,RingRoost.com,MD5,Business Communication,2016-03,
2860,ChicagoVPS.net,SHA-1,Hosting,2013-02,
2855,Fldnet.Dk,plaintext,,2017-11,
2853,Grosnor.com,plaintext,Trading Cards,2017-11,
2849,Estradowiec.pl,MD5,Shopping,2012,
2848,Ssi.Gildiageneralow.Pl,plaintext,,2017-12,
2846,Hxchem.net,plaintext,Chemistry,2017-11,
2843,Kmforum.pl,MD5,Vehicles,2012,
2841,Boxl.ru,plaintext,Business,2017-11,
2841,NetDoktorPro.se,SHA-1,Health,,
2841,Vreme.com,plaintext,Politics,,
2840,Peterpaulxxx.com,plaintext,Porn,2017-12,
2829,Almipraha.Cz,plaintext,,2017-11,
2820,ProgressiveEars.org,vB,Music,2017,
2820,Swirlcatering.Com.au,plaintext,,2017-12,
2818,Zariffashion.com,plaintext,Fashion,2017-12,
2795,Textadtraffic.com,plaintext,Advertising,2017-12,
2795,Warcraft-Guide.de,plaintext,Gaming - World of Warcraft,2017-12,
2793,MTSBoard.com,vB,Technology,2017,
2792,Sbuehner.de,plaintext,,2017-12,
2791,DockStreetBrokers.com,MD5,Shopping - Boats,2016-02,
2786,CSBB.com.au,MD5,Business,,
2782,W200.org,MD5,Shopping,2016-08,
2782,Cordobaklub.pl,MD5,,2012,
2781,Metropolitan.hu,plaintext,Education,2017,
2779,VBulletin-Mods.co.uk,vB,Web Design,2012-11,
2777,Sffpc.org,plaintext,,2017-12,
2776,Os-pvp.net,MD5,Gaming - RuneScape,,
2773,Vegie.pl,plaintext,Lifestyle - Vegeterianism,2017-11,
2771,Vaniprakashan.in,plaintext,,2017-12,
2768,Ekspertradzi.Tv,MD5,Uncategorized,2012,
2768,Supras.com,plaintext,Vehicles - Cars,2017-12,
2761,PlayTracker.net,bcrypt,Gaming,,
2760,Forum.Dawnygdansk.pl,MD5,,2012,
2758,Lashamweather.co.uk,plaintext,Weather,2017-11,
2756,Forum.voltdb.com,VB & bcrypt,,,
2753,Cascadia-Training.Org,plaintext,,2017-11,
2752,DraftSmarts.com,bcrypt,Sports,,
2752,PVPServerIn.com,vB,Gaming,2015-03,
2752,EradicationX.com,VB,Gaming - RuneScape,,
2749,AutoLet.it,plaintext,Vehicles,2015-12,
2743,Killingfloor.pl,MD5,Uncategorized,2012,
2735,Asot-only.pl,MD5,Music,2012,
2734,Forum.infinitebattle.com,MD5,Gaming,2012,
2732,LumensFactory.com Email Addresses,no passwords,Industry,2016-08,
2730,Peugeot405Club.pl,MD5,Vehicles - Cars,2012,
2728,Trumpeters.pl,MD5,,2012,
2724,Panda.Pt,plaintext,,2017-12,
2720,Cs.Rutex.pl,MD5,,2012,
2719,Fin-Gate.com,bcrypt,,,
2717,ProjetoDetone.com,plaintext,Gaming,2017-03,
2711,Fyllo.net,MD5,Food & Drink,2014-09,
2700,1000CV.it,MD5($pass.$salt),Vehicles,,
2698,Forum.fragzone.eu,MD5,Gaming,2012,
2695,Webpedigrees.com,plaintext,Animals - Horses,2017-12,
2695,Forum.Szczury.Biz,MD5,,2012,
2694,Zarpor.com,vB,Gaming - RuneScape,,
2693,AbiDoc.com,plaintext,Health,2016-08,
2689,F1club.pl,MD5,Car Racing,2012,
2689,Forum.Bukowiec.net,MD5,Portal,2012,
2689,NitroBooter.com,SHA-1,Booter,,
2688,Cs-Radzyn.pl,MD5,,2012,
2687,Tfs.com.hk,plaintext,Shopping,2017-11,
2683,Forum.Wiejska-Chata.pl,MD5,Gaming,2012,
2680,Sexonline.cz,plaintext,,2017-12,
