id,name,entries,breach_date,unverified,passwordless,compilation
12320,Lada-Granta.net,"{'e': 3177, 'l': 0}",2021-04,0,0,0
12321,Basetools.ws,"{'e': 0, 'l': 7697}",2017-09,0,0,0
12322,Forosdelweb.com,"{'e': 34527, 'l': 33441}",2008-11,0,0,0
12323,Epik.com,"{'e': 31415, 'l': 0}",2021-01,0,0,0
12324,Tunedglobal.com,"{'e': 962116, 'l': 0}",,0,0,0
12325,Careers.slb.com,"{'e': 447364, 'l': 0}",2021-04,0,0,0
12326,ClearVoiceSurveys.com,"{'e': 11337463, 'l': 0}",2015-07,0,0,0
12327,CoinPayex.ltd,"{'e': 389750, 'l': 0}",2021-06,0,0,0
12328,Ajarn.com,"{'e': 247371, 'l': 0}",2021-08,0,0,0
12329,CoinMarketCap.com,"{'e': 3120406, 'l': 0}",,1,1,0
12330,txtmate.com,"{'e': 257075, 'l': 0}",,0,0,0
12331,Animeify.net,"{'e': 224474, 'l': 193782}",2021-10,0,0,0
12332,Betfame.com,"{'e': 13621, 'l': 0}",2019-10,0,0,0
12333,BlackHatWorld.com,"{'e': 122740, 'l': 120780}",2014-07,0,0,0
12334,FreeHack.com,"{'e': 25458, 'l': 0}",2016-01,0,0,0
12335,Thisiskaraoke.com,"{'e': 10452, 'l': 0}",,0,0,0
12336,Murraybridgespeedway.com,"{'e': 192, 'l': 0}",2018-01,0,0,0
12337,Guncelgazete.com,"{'e': 924, 'l': 687}",,0,0,0
12338,Fetishnetwork.com,"{'e': 9049, 'l': 9458}",,0,0,0
12339,OpenGap.net,"{'e': 20638, 'l': 0}",2021-10,0,0,0
12340,forums.realgm.com,"{'e': 33163, 'l': 32869}",2015-09,0,0,0
12341,Indiamart.com,"{'e': 20159534, 'l': 0}",2021-05,0,1,0
12342,Sendpulse.com,"{'e': 431679, 'l': 0}",2016-01,0,0,0
12343,Actmobile.com (FreeVPN/DashVPN),"{'e': 1583168, 'l': 0}",2021-10,0,1,0
12344,RuneVillage.com,"{'e': 20550, 'l': 0}",,0,0,0
12345,Jobthaiweb.com,"{'e': 416537, 'l': 0}",,0,0,0
12346,Atraf.co.il,"{'e': 621888, 'l': 811849}",2021-10,0,0,0
12348,Crimecraft.mayngames.com,"{'e': 1056581, 'l': 1038092}",2021-01,0,0,0
12351,Travelio.com,"{'e': 159991, 'l': 0}",2021-01,0,0,0
12352,AlphaEx.net,"{'e': 12760, 'l': 0}",2019-01,0,0,0
12353,Datpiff.com,"{'e': 7360657, 'l': 7260496}",,0,0,0
12354,Bear.tax,"{'e': 106236, 'l': 0}",2021-03,0,0,0
12355,Rbx.exchange,"{'e': 21852, 'l': 0}",2016-01,0,0,0
12356,Sexclub.ru,"{'e': 169516, 'l': 161338}",2021-07,0,0,0
12357,WHMCS.com,"{'e': 67771, 'l': 0}",2012-05,0,0,0
12358,IPMart-Forum.com,"{'e': 1435515, 'l': 1414957}",2015-12,0,0,0
12359,Devil-torrents.pl,"{'e': 63406, 'l': 0}",,1,0,0
12360,Proptiger.com,"{'e': 122768, 'l': 102775}",,1,0,0
12361,Games.Snail.com,"{'e': 0, 'l': 1280767}",2012-12,0,0,0
12362,Doxbin.com,"{'e': 1, 'l': 3411}",,0,0,0
12363,Farmadelivery.com.br,"{'e': 153889, 'l': 0}",2021-12,0,0,0
12364,ABFRL.com,"{'e': 2070083, 'l': 0}",2022-01,0,0,0
12365,Cebuanas.com,"{'e': 0, 'l': 972769}",2022-01,0,0,0
12366,BTC-Alpha.com,"{'e': 36577, 'l': 0}",2021-11,0,0,0
12367,Upstox,"{'e': 3514, 'l': 0}",2021-04,0,0,0
12368,Pikabu.ru,"{'e': 575480, 'l': 0}",2022-01,0,1,0
12369,CDEK,"{'e': 19218670, 'l': 0}",,0,1,0
12370,Forexdengi.com,"{'e': 34573, 'l': 29942}",2022-01,0,0,0
12371,NVIDIA NTDS,"{'e': 0, 'l': 3536}",2022-03,0,0,0
12372,text.ru,"{'e': 696406, 'l': 0}",2021-03,0,0,0
12373,Telderi.ru,"{'e': 108041, 'l': 105154}",2021-03,0,0,0
12374,Robinhood.com,"{'e': 5003924, 'l': 0}",2021-11,0,1,0
12375,Delivery Club,"{'e': 314809, 'l': 0}",2021-07,0,1,0
